Cell_Name,Site ID,Node_Id,Cell_Id,Technology,Technology_Description,Band,Global_Cellid
Fort_Railway_Station_DBN-CM1152-B_B,CM1152,27759,41,4G,LTE FDD,FDD900,7106345
Jayanthiwewa_Town-TR0072-B_B,TR0072,23587,41,4G,LTE FDD,FDD900,6038313
Kattankudy_Town_East-BA0031-B_B,BA0031,20439,41,4G,LTE FDD,FDD900,5232425
Buthpitiya_Reloc-GM0549-B_B,GM0549,24597,41,4G,LTE FDD,FDD900,6296873
Wennappuwa_South-PU0047-B_B,PU0047,20828,41,4G,LTE FDD,FDD900,5332009
Kankasanthure-JA0013-B_B,JA0013,20743,41,4G,LTE FDD,FDD900,5310249
Rathambale-GM0120-B_B,GM0120,25454,41,4G,LTE FDD,FDD900,6516265
Sandamadulla-AM0142-B_B,AM0142,24829,41,4G,LTE FDD,FDD900,6356265
Vantharumoolai_East-BA0187-B_B,BA0187,26971,41,4G,LTE FDD,FDD900,6904617
Wadakada_West-KU0423-B_B,KU0423,24796,41,4G,LTE FDD,FDD900,6347817
Puttalam-PU0011-B_B,PU0011,20386,41,4G,LTE FDD,FDD900,5218857
Nuwarawewa-AN0110-B_B,AN0110,22693,41,4G,LTE FDD,FDD900,5809449
Nelson_Place-CM0336-B_B,CM0336,20519,41,4G,LTE FDD,FDD900,5252905
Pullumalai-BA0033-B_B,BA0033,23485,41,4G,LTE FDD,FDD900,6012201
Batti_Bar_Rd-BA0066-B_B,BA0066,22736,41,4G,LTE FDD,FDD900,5820457
Thalakiriyagama-MT0018-B_B,MT0018,21702,41,4G,LTE FDD,FDD900,5555753
Siyambalagaskotuwa_Jn-KU0405-B_B,KU0405,24768,41,4G,LTE FDD,FDD900,6340649
Mundal-PU0010-B_B,PU0010,21723,41,4G,LTE FDD,FDD900,5561129
Onegama-PO0047-B_B,PO0047,23488,41,4G,LTE FDD,FDD900,6012969
Welikumbura-AM0165-B_B,AM0165,25630,41,4G,LTE FDD,FDD900,6561321
Navaladi_Jn-BA0107-B_B,BA0107,24045,41,4G,LTE FDD,FDD900,6155561
Palachcholai-BA0054-B_B,BA0054,23057,41,4G,LTE FDD,FDD900,5902633
Malwana-GM0118-B_B,GM0118,20683,41,4G,LTE FDD,FDD900,5294889
Kalukele-PO0023-B_B,PO0023,25219,41,4G,LTE FDD,FDD900,6456105
Jaffna_Subash-JA0009-B_B,JA0009,20742,41,4G,LTE FDD,FDD900,5309993
Thirappane_North-AN0176-B_B,AN0176,24919,41,4G,LTE FDD,FDD900,6379305
Wijayakatupotha-PU0129-B_B,PU0129,23202,41,4G,LTE FDD,FDD900,5939753
Korathota-CM0345-B_B,CM0345,21479,41,4G,LTE FDD,FDD900,5498665
Mullikulam-MA0031-B_B,MA0031,23517,41,4G,LTE FDD,FDD900,6020393
Nellikulama-AN0151-B_B,AN0151,24054,41,4G,LTE FDD,FDD900,6157865
Thihariya_South-GM0824-B_B,GM0824,25812,41,4G,LTE FDD,FDD900,6607913
Kannankudah-BA0052-B_B,BA0052,23058,41,4G,LTE FDD,FDD900,5902889
Kallanchiya-AN0102-B_B,AN0102,21959,41,4G,LTE FDD,FDD900,5621545
Rambukkana-KE0005-B_B,KE0005,20778,41,4G,LTE FDD,FDD900,5319209
Mahagalkadawala-KU0070-B_B,KU0070,23115,41,4G,LTE FDD,FDD900,5917481
Kanthale_Reloc-TR0157-B_B,TR0157,21758,41,4G,LTE FDD,FDD900,5570089
Nattandiya_West-PU0215-B_B,PU0215,25070,41,4G,LTE FDD,FDD900,6417961
Colombuththurai-JA0147-B_B,JA0147,21657,41,4G,LTE FDD,FDD900,5544233
Mahawela_Gardens-CM0421-B_B,CM0421,21121,41,4G,LTE FDD,FDD900,5407017
Jaya_Rd-CM0378-B_B,CM0378,20533,41,4G,LTE FDD,FDD900,5256489
Elabadagama-KU0343-B_B,KU0343,23036,41,4G,LTE FDD,FDD900,5897257
Alwis_Terrace-CM1074-B_B,CM1074,20160,41,4G,LTE FDD,FDD900,5161001
Panaliya-KU0260-B_B,KU0260,23938,41,4G,LTE FDD,FDD900,6128169
Valvetithurai-JA0016-B_B,JA0016,20746,41,4G,LTE FDD,FDD900,5311017
Kanagarayankulam_North-VA0093-B_B,VA0093,26031,41,4G,LTE FDD,FDD900,6663977
Kalalgoda_East-CM0879-B_B,CM0879,21546,41,4G,LTE FDD,FDD900,5515817
Ilavalai-JA0044-B_B,JA0044,21648,41,4G,LTE FDD,FDD900,5541929
Horape_South-GM0838-B_B,GM0838,24367,41,4G,LTE FDD,FDD900,6237993
Mamangam_North-BA0079-B_B,BA0079,26954,41,4G,LTE FDD,FDD900,6900265
Vinayalankara_Mw-CM1127-B_B,CM1127,24177,41,4G,LTE FDD,FDD900,6189353
Nochchikulama-TR0134-B_B,TR0134,25650,41,4G,LTE FDD,FDD900,6566441
Muhandiram_Rd-CM0306-B_B,CM0306,20096,41,4G,LTE FDD,FDD900,5144617
Moraketiya-CM0880-B_B,CM0880,21124,41,4G,LTE FDD,FDD900,5407785
ST_Jude_Road_Kattuwa-GM0767-B_B,GM0767,24890,41,4G,LTE FDD,FDD900,6371881
Obesekarapura_South-CM0967-B_B,CM0967,23993,41,4G,LTE FDD,FDD900,6142249
Batti_Kallady-BA0176-B_B,BA0176,26958,41,4G,LTE FDD,FDD900,6901289
Uduvil-JA0074-B_B,JA0074,27810,41,4G,LTE FDD,FDD900,7119401
Swarna_Rd-CM1519-B_B,CM1519,23991,41,4G,LTE FDD,FDD900,6141737
Gemunupura-AN0054-B_B,AN0054,22611,41,4G,LTE FDD,FDD900,5788457
Wettewa-KU0143-B_B,KU0143,23676,41,4G,LTE FDD,FDD900,6061097
Bangadeniya_North-PU0269-B_B,PU0269,26028,41,4G,LTE FDD,FDD900,6663209
Havelock_Apartments-CM1910-B_B,CM1910,24765,41,4G,LTE FDD,FDD900,6339881
Sigiriya_South-MT0059-B_B,MT0059,23653,41,4G,LTE FDD,FDD900,6055209
Madiwela_East-CM0450-B_B,CM0450,21488,41,4G,LTE FDD,FDD900,5500969
Manativu-PU0120-B_B,PU0120,23619,41,4G,LTE FDD,FDD900,6046505
Thumbowila-CM0810-B_B,CM0810,25269,41,4G,LTE FDD,FDD900,6468905
Dompe-GM0066-B_B,GM0066,20659,41,4G,LTE FDD,FDD900,5288745
Thampalagamam_South-TR0035-B_B,TR0035,22953,41,4G,LTE FDD,FDD900,5876009
Yapahuwa_Jn-KU0307-B_B,KU0307,23679,41,4G,LTE FDD,FDD900,6061865
Kadawathgama_North-AN0322-B_B,AN0322,26010,41,4G,LTE FDD,FDD900,6658601
Biyagama-GM0005-B_B,GM0005,20336,41,4G,LTE FDD,FDD900,5206057
Kelimune-KU0371-B_B,KU0371,24295,41,4G,LTE FDD,FDD900,6219561
Palampiddy_Reloc-MA0078-B_B,MA0078,25071,41,4G,LTE FDD,FDD900,6418217
Weheragala_Junc-PO0133-B_B,PO0133,24760,41,4G,LTE FDD,FDD900,6338601
Polhengoda_East-CM0093-B_B,CM0093,20054,41,4G,LTE FDD,FDD900,5133865
China_Bay_SLAF-TR0076-B_B,TR0076,22974,41,4G,LTE FDD,FDD900,5881385
Kathirasen_St_Reloc-CM2031-B_B,CM2031,24062,41,4G,LTE FDD,FDD900,6159913
Dunkannawa-PU0052-B_B,PU0052,21738,41,4G,LTE FDD,FDD900,5564969
Dombemada-KE0057-B_B,KE0057,23481,41,4G,LTE FDD,FDD900,6011177
Magazine_Rd-CM2050-B_B,CM2050,24028,41,4G,LTE FDD,FDD900,6151209
Dehiwala_HNB-CM0133-B_B,CM0133,20180,41,4G,LTE FDD,FDD900,5166121
Nayakkanda-GM0632-B_B,GM0632,20736,41,4G,LTE FDD,FDD900,5308457
Nagadeepa-JA0077-B_B,JA0077,22189,41,4G,LTE FDD,FDD900,5680425
Galahitiyagoda-AM0122-B_B,AM0122,23104,41,4G,LTE FDD,FDD900,5914665
Medagama_Panirendawa-PU0212-B_B,PU0212,26142,41,4G,LTE FDD,FDD900,6692393
Daladagama-KU0254-B_B,KU0254,23018,41,4G,LTE FDD,FDD900,5892649
Neelavanai-AM0235-B_B,AM0235,26945,41,4G,LTE FDD,FDD900,6897961
Thalawa_North-AN0098-B_B,AN0098,26007,41,4G,LTE FDD,FDD900,6657833
Dorakumbura-AM0140-B_B,AM0140,23565,41,4G,LTE FDD,FDD900,6032681
Sampathnuwara-VA0065-B_B,VA0065,23503,41,4G,LTE FDD,FDD900,6016809
Yapahuwa_South-KU0172-B_B,KU0172,23680,41,4G,LTE FDD,FDD900,6062121
Diwulwewa-KU0141-B_B,KU0141,25210,41,4G,LTE FDD,FDD900,6453801
Sahaspura_Flat-CM1297-B_B,CM1297,22996,41,4G,LTE FDD,FDD900,5887017
Illuppaikkadavai-MA0023-B_B,MA0023,23440,41,4G,LTE FDD,FDD900,6000681
Nuwarawatta-PO0113-B_B,PO0113,24896,41,4G,LTE FDD,FDD900,6373417
Reclamation_Rd-CM1068-B_B,CM1068,21568,41,4G,LTE FDD,FDD900,5521449
Ihala_Bulnewa-AN0182-B_B,AN0182,23093,41,4G,LTE FDD,FDD900,5911849
Swim_Club_Reloc-CM2608-B_B,CM2608,27545,41,4G,LTE FDD,FDD900,7051561
Bamarakanda-MT0090-B_B,MT0090,24414,41,4G,LTE FDD,FDD900,6250025
Thalapathpitiya_East-CM0634-B_B,CM0634,20587,41,4G,LTE FDD,FDD900,5270313
Wahamalgollewa-AN0171-B_B,AN0171,23096,41,4G,LTE FDD,FDD900,5912617
Katkulam-VA0021-B_B,VA0021,22721,41,4G,LTE FDD,FDD900,5816617
Giribawa_West-KU0479-B_B,KU0479,24576,41,4G,LTE FDD,FDD900,6291497
Bakmeewewa-KU0266-B_B,KU0266,26145,41,4G,LTE FDD,FDD900,6693161
Boralesgamuwa_West-CM0339-B_B,CM0339,20289,41,4G,LTE FDD,FDD900,5194025
Unity_Plaza-CM0116-B_B,CM0116,20005,41,4G,LTE FDD,FDD900,5121321
Meddegama-KU0391-B_B,KU0391,20285,41,4G,LTE FDD,FDD900,5193001
Kayts-JA0060-B_B,JA0060,21142,41,4G,LTE FDD,FDD900,5412393
Henegedara-KU0116-B_B,KU0116,23573,41,4G,LTE FDD,FDD900,6034729
Thummulla_North-CM0961-B_B,CM0961,20611,41,4G,LTE FDD,FDD900,5276457
Wannikudawewa-KU0466-B_B,KU0466,24317,41,4G,LTE FDD,FDD900,6225193
Thalammehera-KU0338-B_B,KU0338,23656,41,4G,LTE FDD,FDD900,6055977
Parayanaikulam-VA0041-B_B,VA0041,23218,41,4G,LTE FDD,FDD900,5943849
Angoda_South-CM0800-B_B,CM0800,24173,41,4G,LTE FDD,FDD900,6188329
Kasikote-KU0419-B_B,KU0419,24454,41,4G,LTE FDD,FDD900,6260265
Sandalankawa_North-KU0075-B_B,KU0075,22706,41,4G,LTE FDD,FDD900,5812777
Palligama-KU0615-B_B,KU0615,26267,41,4G,LTE FDD,FDD900,6724393
Mathagal-JA0099-B_B,JA0099,22660,41,4G,LTE FDD,FDD900,5801001
Battalangunduwa_SLN-PU0140-B_B,PU0140,23549,41,4G,LTE FDD,FDD900,6028585
Hiriyala-KU0245-B_B,KU0245,23576,41,4G,LTE FDD,FDD900,6035497
Sinhapura-PO0091-B_B,PO0091,23500,41,4G,LTE FDD,FDD900,6016041
Thalaimannar-MA0002-B_B,MA0002,23205,41,4G,LTE FDD,FDD900,5940521
Rock_House_Lane-CM0899-B_B,CM0899,20603,41,4G,LTE FDD,FDD900,5274409
Sumanaratna_Mw-CM1450-B_B,CM1450,23068,41,4G,LTE FDD,FDD900,5905449
Kumburupiddy-TR0034-B_B,TR0034,22934,41,4G,LTE FDD,FDD900,5871145
Vattappalai_DTL-MU0041-B_B,MU0041,21712,41,4G,LTE FDD,FDD900,5558313
Walpola_South-GM0687-B_B,GM0687,24055,41,4G,LTE FDD,FDD900,6158121
Hewagama-CM0588-B_B,CM0588,21510,41,4G,LTE FDD,FDD900,5506601
Waragoda_Reloc-GM0594-B_B,GM0594,24404,41,4G,LTE FDD,FDD900,6247465
Madduvil-JA0192-B_B,JA0192,24647,41,4G,LTE FDD,FDD900,6309673
Trinco_Navy-TR0002-B_B,TR0002,23463,41,4G,LTE FDD,FDD900,6006569
Kallikai_Reloc-JA0247-B_C,JA0247,26917,41,4G,LTE FDD,FDD900,6890793
Moragollagama_North-KU0553-B_B,KU0553,25391,41,4G,LTE FDD,FDD900,6500137
Wilapola-KU0208-B_B,KU0208,23133,41,4G,LTE FDD,FDD900,5922089
Siripura-PO0061-B_B,PO0061,23086,41,4G,LTE FDD,FDD900,5910057
AGBO-JA0132-B_B,JA0132,22219,41,4G,LTE FDD,FDD900,5688105
Palai_South-KI0095-B_B,KI0095,25813,41,4G,LTE FDD,FDD900,6608169
Pulmoddai_West-TR0112-B_B,TR0112,25763,41,4G,LTE FDD,FDD900,6595369
Dekatipothana-AN0085-B_B,AN0085,21952,41,4G,LTE FDD,FDD900,5619753
Udubaddawa-KU0055-B_B,KU0055,20799,41,4G,LTE FDD,FDD900,5324585
Dekatana-GM0113-B_B,GM0113,21582,41,4G,LTE FDD,FDD900,5525033
Pinpara-PO0115-B_B,PO0115,24345,41,4G,LTE FDD,FDD900,6232361
Navaladi-TR0060-B_B,TR0060,23041,41,4G,LTE FDD,FDD900,5898537
Masjid_Rd_North-CM1817-B_B,CM1817,24031,41,4G,LTE FDD,FDD900,6151977
Sainthamaruthu-AM0029-B_B,AM0029,23095,41,4G,LTE FDD,FDD900,5912361
Walakumbura-KE0240-B_B,KE0240,23666,41,4G,LTE FDD,FDD900,6058537
Weherabendawa-AN0164-B_B,AN0164,21903,41,4G,LTE FDD,FDD900,5607209
Naduthivu-TR0192-B_B,TR0192,27101,41,4G,LTE FDD,FDD900,6937897
Moragahawewa_2-PU0286-B_B,PU0286,24827,41,4G,LTE FDD,FDD900,6355753
Muthur-TR0007-B_B,TR0007,20839,41,4G,LTE FDD,FDD900,5334825
Chilaw_SLT-PU0003-B_B,PU0003,20385,41,4G,LTE FDD,FDD900,5218601
Renagala-KU0322-B_B,KU0322,25203,41,4G,LTE FDD,FDD900,6452009
Diyabeduma-PO0026-B_B,PO0026,22640,41,4G,LTE FDD,FDD900,5795881
Arunagama-AN0108-B_B,AN0108,24507,41,4G,LTE FDD,FDD900,6273833
Alvai-JA0027-B_B,JA0027,20750,41,4G,LTE FDD,FDD900,5312041
Mudukatuwa-PU0086-B_B,PU0086,20834,41,4G,LTE FDD,FDD900,5333545
Kurunduwatta-GM0191-B_B,GM0191,20705,41,4G,LTE FDD,FDD900,5300521
Kaluwila-AN0112-B_B,AN0112,26428,41,4G,LTE FDD,FDD900,6765609
Serukele-PU0127-B_B,PU0127,23479,41,4G,LTE FDD,FDD900,6010665
Pahala_Maragahawewa-AN0161-B_B,AN0161,23046,41,4G,LTE FDD,FDD900,5899817
Subodarama_Rd-CM1108-B_B,CM1108,22994,41,4G,LTE FDD,FDD900,5886505
Wandurawa-GM0758-B_B,GM0758,26016,41,4G,LTE FDD,FDD900,6660137
Elvitigala-CM0138-B_B,CM0138,20473,41,4G,LTE FDD,FDD900,5241129
Morawewa-TR0024-B_B,TR0024,23624,41,4G,LTE FDD,FDD900,6047785
Ranpathwila-AN0185-B_B,AN0185,21906,41,4G,LTE FDD,FDD900,5607977
Puliyankadawala-AN0084-B_B,AN0084,21888,41,4G,LTE FDD,FDD900,5603369
Batti_Unnichchai-BA0148-B_B,BA0148,25782,41,4G,LTE FDD,FDD900,6600233
Nallur_East-JA0124-B_B,JA0124,20774,41,4G,LTE FDD,FDD900,5318185
Kadawatha-GM0022-B_B,GM0022,20342,41,4G,LTE FDD,FDD900,5207593
Chilaw_Beach-PU0233-B_A,PU0233,24987,41,4G,LTE FDD,FDD900,6396713
Medawachchiya_DTL-AN0025-B_B,AN0025,21116,41,4G,LTE FDD,FDD900,5405737
Rangiri_Dambulu-MT0114-B_B,MT0114,21058,41,4G,LTE FDD,FDD900,5390889
Andiyagala-AN0065-B_B,AN0065,22612,41,4G,LTE FDD,FDD900,5788713
Sea_St_North_Reloc-CM1448-B_B,CM1448,24270,41,4G,LTE FDD,FDD900,6213161
Thandikkulam_North-VA0049-B_B,VA0049,21764,41,4G,LTE FDD,FDD900,5571625
Biyagama_Town_East-GM0933-B_B,GM0933,24874,41,4G,LTE FDD,FDD900,6367785
Kiriketuwewa-AN0198-B_B,AN0198,21989,41,4G,LTE FDD,FDD900,5629225
Hirallugama-AN0215-B_B,AN0215,21992,41,4G,LTE FDD,FDD900,5629993
Nainamadama-PU0019-B_B,PU0019,21725,41,4G,LTE FDD,FDD900,5561641
SAGT_Office-CM1070-B_B,CM1070,24915,41,4G,LTE FDD,FDD900,6378281
Suganthirapuram-MU0063-B_B,MU0063,25767,41,4G,LTE FDD,FDD900,6596393
Kottawa-CM0054-B_B,CM0054,20311,41,4G,LTE FDD,FDD900,5199657
Pamankada_Reloc-CM1091-B_B,CM1091,20229,41,4G,LTE FDD,FDD900,5178665
Ramagewatta-GM0468-B_B,GM0468,24267,41,4G,LTE FDD,FDD900,6212393
Pihimbigollewa-AN0073-B_B,AN0073,21948,41,4G,LTE FDD,FDD900,5618729
Kunchikulama-AN0067-B_B,AN0067,22630,41,4G,LTE FDD,FDD900,5793321
Eravur-BA0005-B_B,BA0005,20425,41,4G,LTE FDD,FDD900,5228841
Koswatta_East-CM0243-B_B,CM0243,21198,41,4G,LTE FDD,FDD900,5426729
Bridge_Camp-AM0146-B_B,AM0146,24989,41,4G,LTE FDD,FDD900,6397225
Sri_Saddharma_Mw_Reloc-CM2416-B_B,CM2416,27594,41,4G,LTE FDD,FDD900,7064105
Happitiya-GM0110-B_B,GM0110,26253,41,4G,LTE FDD,FDD900,6720809
Sagamam-AM0071-B_B,AM0071,22577,41,4G,LTE FDD,FDD900,5779753
Mangala_Rd-CM0926-B_B,CM0926,20220,41,4G,LTE FDD,FDD900,5176361
Galkulama_Kanda-AN0115-B_B,AN0115,21965,41,4G,LTE FDD,FDD900,5623081
Kilinochchi_West-KI0063-B_B,KI0063,24044,41,4G,LTE FDD,FDD900,6155305
Madampitiya_West-CM2490-B_B,CM2490,27005,41,4G,LTE FDD,FDD900,6913321
Pamunuwa-CM0875-B_B,CM0875,20294,41,4G,LTE FDD,FDD900,5195305
Withikuliya_West-KU0347-B_B,KU0347,24386,41,4G,LTE FDD,FDD900,6242857
Gepallawa-KU0461-B_B,KU0461,25209,41,4G,LTE FDD,FDD900,6453545
Puloli_South-JA0109-B_B,JA0109,21652,41,4G,LTE FDD,FDD900,5542953
Lauries_Road-CM1028-B_B,CM1028,24034,41,4G,LTE FDD,FDD900,6152745
Nikawatha_Landa-PO0099-B_B,PO0099,23631,41,4G,LTE FDD,FDD900,6049577
Jayapuram-KI0049-B_B,KI0049,22719,41,4G,LTE FDD,FDD900,5816105
Kadawatha_Interchange-GM0834-B_B,GM0834,24697,41,4G,LTE FDD,FDD900,6322473
Kokila_Road-CM1090-B_B,CM1090,25365,41,4G,LTE FDD,FDD900,6493481
Galkadawala-AN0064-B_B,AN0064,22943,41,4G,LTE FDD,FDD900,5873449
Kondavattavan-AM0062-B_B,AM0062,23603,41,4G,LTE FDD,FDD900,6042409
Ihala_Hammillewa-AN0183-B_B,AN0183,23386,41,4G,LTE FDD,FDD900,5986857
Maho_SLT-KU0008-B_B,KU0008,23026,41,4G,LTE FDD,FDD900,5894697
Rambodagalla-KU0074-B_B,KU0074,23649,41,4G,LTE FDD,FDD900,6054185
Ehetuwewa-KU0095-B_B,KU0095,21678,41,4G,LTE FDD,FDD900,5549609
Makuluduwa-CM0814-B_B,CM0814,21535,41,4G,LTE FDD,FDD900,5513001
Mangala_Eliya-PU0101-B_B,PU0101,23927,41,4G,LTE FDD,FDD900,6125353
Kuru_Tech_College-KU0083-B_B,KU0083,24219,41,4G,LTE FDD,FDD900,6200105
Dandagamuwa-KU0436-B_B,KU0436,24583,41,4G,LTE FDD,FDD900,6293289
Inginiyagala_Junc-AM0246-B_B,AM0246,26941,41,4G,LTE FDD,FDD900,6896937
Dambokka-KU0156-B_B,KU0156,26077,41,4G,LTE FDD,FDD900,6675753
Wellampitiya_RT-CM1363-B_B,CM1363,20470,41,4G,LTE FDD,FDD900,5240361
Vavuniya_SLAF-VA0013-B_B,VA0013,20852,41,4G,LTE FDD,FDD900,5338153
Wijayapura-AN0104-B_B,AN0104,21452,41,4G,LTE FDD,FDD900,5491753
Kottaramulla-PU0040-B_B,PU0040,20827,41,4G,LTE FDD,FDD900,5331753
Maththegama-KU0427-B_B,KU0427,23865,41,4G,LTE FDD,FDD900,6109481
Mankadawala-AN0175-B_B,AN0175,24747,41,4G,LTE FDD,FDD900,6335273
Ariyalai-JA0023-B_B,JA0023,23425,41,4G,LTE FDD,FDD900,5996841
Sigiriya-MT0009-B_B,MT0009,20381,41,4G,LTE FDD,FDD900,5217577
Hingurakgoda_RT-PO0005-B_B,PO0005,21715,41,4G,LTE FDD,FDD900,5559081
Kurundankulama-AN0063-B_B,AN0063,22992,41,4G,LTE FDD,FDD900,5885993
Yapahuwa_North-KU0176-B_B,KU0176,24749,41,4G,LTE FDD,FDD900,6335785
Jayasumanarama-CM0883-B_B,CM0883,23915,41,4G,LTE FDD,FDD900,6122281
Pansiyagama-KU0416-B_B,KU0416,24262,41,4G,LTE FDD,FDD900,6211113
Moragollagama-KU0047-B_B,KU0047,23519,41,4G,LTE FDD,FDD900,6020905
Alvai_East-JA0129-B_B,JA0129,22687,41,4G,LTE FDD,FDD900,5807913
Medawachchiya_Town-AN0046-B_B,AN0046,22677,41,4G,LTE FDD,FDD900,5805353
Wadakada_South-KU0462-B_B,KU0462,24357,41,4G,LTE FDD,FDD900,6235433
Mt_Lavinia_North-CM0343-B_B,CM0343,20323,41,4G,LTE FDD,FDD900,5202729
Aluthwewa-MT0042-B_B,MT0042,22949,41,4G,LTE FDD,FDD900,5874985
Kuppiyawatta-CM1142-B_B,CM1142,24587,41,4G,LTE FDD,FDD900,6294313
Rajagalthenna-AM0147-B_B,AM0147,24506,41,4G,LTE FDD,FDD900,6273577
Dudley_Senanayake_Mw-CM0291-B_B,CM0291,24197,41,4G,LTE FDD,FDD900,6194473
Akkarayankulam-KI0021-B_B,KI0021,23208,41,4G,LTE FDD,FDD900,5941289
Sewendana-KU0393-B_B,KU0393,21698,41,4G,LTE FDD,FDD900,5554729
Nagarkovil_South-JA0083-B_B,JA0083,26432,41,4G,LTE FDD,FDD900,6766633
Ganewalpola-AN0042-B_B,AN0042,22662,41,4G,LTE FDD,FDD900,5801513
Ulukkulama-AN0423-B_B,AN0423,26950,41,4G,LTE FDD,FDD900,6899241
Pelpita-GM0245-B_B,GM0245,25754,41,4G,LTE FDD,FDD900,6593065
Jayanthipura-PO0006-B_B,PO0006,23586,41,4G,LTE FDD,FDD900,6038057
Thoppur_North-TR0079-B_B,TR0079,23040,41,4G,LTE FDD,FDD900,5898281
Uyilankulam-MA0007-B_B,MA0007,23489,41,4G,LTE FDD,FDD900,6013225
Thorayaya-KU0262-B_B,KU0262,21149,41,4G,LTE FDD,FDD900,5414185
Hanwella-GM0798-B_B,GM0798,20877,41,4G,LTE FDD,FDD900,5344553
Sandalankawa-KU0015-B_B,KU0015,21667,41,4G,LTE FDD,FDD900,5546793
Barampola_West-KU0598-B_B,KU0598,26491,41,4G,LTE FDD,FDD900,6781737
Nagollagama_North-KU0554-B_B,KU0554,25768,41,4G,LTE FDD,FDD900,6596649
Miriheliya-KU0537-B_B,KU0537,26078,41,4G,LTE FDD,FDD900,6676009
Thandikkulam-VA0019-B_B,VA0019,20855,41,4G,LTE FDD,FDD900,5338921
Nugegoda_Reloc-CM2144-B_B,CM2144,24655,41,4G,LTE FDD,FDD900,6311721
Kandarmadam-JA0033-B_B,JA0033,20358,41,4G,LTE FDD,FDD900,5211689
Dematagoda-CM0136-B_B,CM0136,20472,41,4G,LTE FDD,FDD900,5240873
Marawila_North-PU0110-B_B,PU0110,21155,41,4G,LTE FDD,FDD900,5415721
Pesalai-MA0005-B_B,MA0005,20811,41,4G,LTE FDD,FDD900,5327657
Diyabeduma_Town-PO0097-B_B,PO0097,23563,41,4G,LTE FDD,FDD900,6032169
Kokkaddicholai_East-BA0152-B_B,BA0152,25646,41,4G,LTE FDD,FDD900,6565417
Wehera_North-KU0204-B_B,KU0204,20808,41,4G,LTE FDD,FDD900,5326889
Seruwila_South_Hutch-TR0036-B_B,TR0036,23652,41,4G,LTE FDD,FDD900,6054953
Kendaliyaddapaluwa_South-GM0605-B_B,GM0605,25760,41,4G,LTE FDD,FDD900,6594601
Thambagalla-KU0488-B_B,KU0488,25470,41,4G,LTE FDD,FDD900,6520361
Beminigalla-KU0501-B_B,KU0501,25775,41,4G,LTE FDD,FDD900,6598441
Kalapoomy-JA0141-B_B,JA0141,22225,41,4G,LTE FDD,FDD900,5689641
Puloli-JA0008-B_B,JA0008,20154,41,4G,LTE FDD,FDD900,5159465
Hinamulla-GM0822-B_B,GM0822,25318,41,4G,LTE FDD,FDD900,6481449
Udumulla_Etisalat-CM0865-B_B,CM0865,21544,41,4G,LTE FDD,FDD900,5515305
Kalladi-PU0036-B_B,PU0036,21734,41,4G,LTE FDD,FDD900,5563945
Delft_West-JA0162-B_B,JA0162,23560,41,4G,LTE FDD,FDD900,6031401
New_Sea_St_Reloc-CM2767-B_B,CM2767,27931,41,4G,LTE FDD,FDD900,7150377
Bulnewa-AN0135-B_B,AN0135,23050,41,4G,LTE FDD,FDD900,5900841
Makewita-GM0133-B_B,GM0133,21586,41,4G,LTE FDD,FDD900,5526057
Peragashandiya-GM0587-B_B,GM0587,21137,41,4G,LTE FDD,FDD900,5411113
Sandunpura_Camp-AM0203-B_B,AM0203,28028,41,4G,LTE FDD,FDD900,7175209
Palali-JA0081-B_B,JA0081,20765,41,4G,LTE FDD,FDD900,5315881
Old_Moor_St_East-CM0665-B_B,CM0665,21525,41,4G,LTE FDD,FDD900,5510441
Nivil-KI0022-B_B,KI0022,22655,41,4G,LTE FDD,FDD900,5799721
South_Siyabalangamuwa-AN0275-B_B,AN0275,24773,41,4G,LTE FDD,FDD900,6341929
Kiribathgoda-GM0028-B_B,GM0028,20210,41,4G,LTE FDD,FDD900,5173801
Kinniya_East-TR0169-B_B,TR0169,27105,41,4G,LTE FDD,FDD900,6938921
Jampattah_St-CM0031-B_B,CM0031,20449,41,4G,LTE FDD,FDD900,5234985
Galdeniya-KU0418-B_B,KU0418,24395,41,4G,LTE FDD,FDD900,6245161
Arukarkudah-BA0147-B_B,BA0147,25647,41,4G,LTE FDD,FDD900,6565673
Polpithigama-KU0046-B_B,KU0046,23644,41,4G,LTE FDD,FDD900,6052905
Airport_Rd_Reloc-GM1118-B_B,GM1118,26663,41,4G,LTE FDD,FDD900,6825769
Etalai-PU0228-B_B,PU0228,25223,41,4G,LTE FDD,FDD900,6457129
Alawwa-KU0017-B_B,KU0017,21668,41,4G,LTE FDD,FDD900,5547049
Kattankudy_South-BA0083-B_B,BA0083,24653,41,4G,LTE FDD,FDD900,6311209
Panirendawa-PU0092-B_B,PU0092,23641,41,4G,LTE FDD,FDD900,6052137
Chadayanthalawa-AM0048-B_B,AM0048,24341,41,4G,LTE FDD,FDD900,6231337
Kalatuwagama-KU0544-B_B,KU0544,25769,41,4G,LTE FDD,FDD900,6596905
Nattandiya_South-PU0266-B_B,PU0266,26026,41,4G,LTE FDD,FDD900,6662697
Ganemulla_Town-GM1139-B_B,GM1139,28011,41,4G,LTE FDD,FDD900,7170857
Negombo_Town_South-GM0864-B_B,GM0864,25114,41,4G,LTE FDD,FDD900,6429225
Sainthamaruthu_North-AM0068-B_B,AM0068,20412,41,4G,LTE FDD,FDD900,5225513
