Cell_Name,Site ID,Node_Id,Cell_Id,Technology,Technology_Description,Band,Global_Cellid
Kudawella_Lamp-HA5035-P_A,HA5035,27542,10,4G,LTE FDD,FDD2100,7050762
Kadugoda-CM0501-P_C,CM0501,23710,9,4G,LTE FDD,FDD2100,6069769
Kumbalagama-KE0070-P_B,KE0070,22825,7,4G,LTE FDD,FDD2100,5843207
Gandara_Town_Lamp-MR5016-P_A,MR5016,25278,4,4G,LTE FDD,FDD2100,6471172
Piliyandala-CM0091-P_2D,CM0091,20312,23,4G,LTE FDD,FDD2100,5199895
Piliyandala-CM0091-P_1D,CM0091,20312,22,4G,LTE FDD,FDD2100,5199894
Meegoda_Railway_Lamp-CM5181-P_A,CM5181,25483,3,4G,LTE FDD,FDD2100,6523651
Katuwana-HA0021-P_3C,HA0021,22248,20,4G,LTE FDD,FDD2100,5695508
Ulapane_Suntel-KA0266-P_4B,KA0266,25142,11,4G,LTE FDD,FDD2100,6436363
Ulapane_Suntel-KA0266-P_2B,KA0266,25142,9,4G,LTE FDD,FDD2100,6436361
Ulapane_Suntel-KA0266-P_3B,KA0266,25142,10,4G,LTE FDD,FDD2100,6436362
Nakiyadeniya-GA0038-P_3A,GA0038,25160,9,4G,LTE FDD,FDD2100,6440969
Kathaluwa-GA0236-P_2C,GA0236,25157,9,4G,LTE FDD,FDD2100,6440201
Pinnaduwa-GA0221-P_4B,GA0221,21094,9,4G,LTE FDD,FDD2100,5400073
Denipitiya_West-MR0108-P_1B,MR0108,22511,9,4G,LTE FDD,FDD2100,5762825
Midigama_South-MR0152-P_A,MR0152,24687,9,4G,LTE FDD,FDD2100,6319881
Akmeemana-GA0019-P_2B,GA0019,25006,9,4G,LTE FDD,FDD2100,6401545
Ahangama_Town-GA0067-P_1B,GA0067,20921,9,4G,LTE FDD,FDD2100,5355785
Ahangama-GA0016-P_2B,GA0016,25004,9,4G,LTE FDD,FDD2100,6401033
Kokmaduwa-MR0130-P_2C,MR0130,21084,9,4G,LTE FDD,FDD2100,5397513
Nevungala-GA0081-P_3A,GA0081,25755,9,4G,LTE FDD,FDD2100,6593289
Welipitiya-MR0034-P_C,MR0034,25707,9,4G,LTE FDD,FDD2100,6581001
Mirissa_Bus_Stop_Lamp-MR5001-P_C,MR5001,24436,9,4G,LTE FDD,FDD2100,6255625
Habaraduwa-GA0068-P_1A,GA0068,20922,9,4G,LTE FDD,FDD2100,5356041
Ahangama-GA0016-P_4D,GA0016,22760,9,4G,LTE FDD,FDD2100,5826569
Henegama-MR0019-P_1C,MR0019,25897,9,4G,LTE FDD,FDD2100,6629641
Dikkumbura-GA0053-P_2C,GA0053,25009,9,4G,LTE FDD,FDD2100,6402313
Deegoda-GA0148-P_1C,GA0148,21258,9,4G,LTE FDD,FDD2100,5442057
Polwatta-MR0104-P_3C,MR0104,21372,9,4G,LTE FDD,FDD2100,5471241
Imaduwa-GA0022-P_B,GA0022,22804,9,4G,LTE FDD,FDD2100,5837833
Thalgampola-GA0211-P_C,GA0211,24071,9,4G,LTE FDD,FDD2100,6162185
Kottawa_East_Lamp-GA5062-P_C,GA5062,27984,9,4G,LTE FDD,FDD2100,7163913
Angulugaha-GA0034-P_2B,GA0034,24719,9,4G,LTE FDD,FDD2100,6328073
Warakapitiya_Lamp-MR5046-P_C,MR5046,27986,9,4G,LTE FDD,FDD2100,7164425
Yakkalamulla-GA0027-P_1C,GA0027,21245,9,4G,LTE FDD,FDD2100,5438729
Kongala-MR0246-P_C,MR0246,27707,9,4G,LTE FDD,FDD2100,7093001
Hangamuwa-RA0086-P_C,RA0086,25441,9,4G,LTE FDD,FDD2100,6512905
Parakaduwa_Town-RA0046-P_3A,RA0046,26128,9,4G,LTE FDD,FDD2100,6688777
Ratnapura_DBN-RA0007-P_4B,RA0007,25369,9,4G,LTE FDD,FDD2100,6494473
Elapatha-RA0110-P_4B,RA0110,25251,9,4G,LTE FDD,FDD2100,6464265
Kuruwita_Town-RA0026-P_3C,RA0026,25274,9,4G,LTE FDD,FDD2100,6470153
Kiriella_South-RA0112-P_2B,RA0112,22465,9,4G,LTE FDD,FDD2100,5751049
Ellawala-RA0120-P_2C,RA0120,25965,9,4G,LTE FDD,FDD2100,6647049
Ratnapura_South-RA0014-P_1B,RA0014,20287,9,4G,LTE FDD,FDD2100,5193481
Baranduwa-RA0092-P_C,RA0092,25793,9,4G,LTE FDD,FDD2100,6603017
Elapatha-RA0110-P_A,RA0110,22464,9,4G,LTE FDD,FDD2100,5750793
Karapincha-RA0159-P_2A,RA0159,27914,9,4G,LTE FDD,FDD2100,7145993
Erathna-RA0036-P_2A,RA0036,26158,9,4G,LTE FDD,FDD2100,6696457
Erathna-RA0036-P_C,RA0036,22419,9,4G,LTE FDD,FDD2100,5739273
Hidellana-RA0053-P_1A,RA0053,21412,9,4G,LTE FDD,FDD2100,5481481
Ellawala_South-RA0202-P_2A,RA0202,26111,9,4G,LTE FDD,FDD2100,6684425
Labuwella-KE0144-P_3A,KE0144,23274,9,4G,LTE FDD,FDD2100,5958153
Idangoda-RA0302-P_C,RA0302,26840,9,4G,LTE FDD,FDD2100,6871049
Kahangama-RA0108-P_C,RA0108,22462,9,4G,LTE FDD,FDD2100,5750281
Banagoda-RA0167-P_A,RA0167,25266,9,4G,LTE FDD,FDD2100,6468105
Ellawala_South-RA0202-P_2B,RA0202,23846,9,4G,LTE FDD,FDD2100,6104585
Niriella-RA0160-P_1C,RA0160,22487,9,4G,LTE FDD,FDD2100,5756681
Ethoya-RA0201-P_C,RA0201,23379,9,4G,LTE FDD,FDD2100,5985033
Kandangoda-RA0084-P_4A,RA0084,25055,9,4G,LTE FDD,FDD2100,6414089
Meetiyagoda-GA0024-P_C,GA0024,20907,9,4G,LTE FDD,FDD2100,5352201
Boossa_West-GA0330-P_C,GA0330,26364,9,4G,LTE FDD,FDD2100,6749193
Hiniduma-GA0021-P_C,GA0021,23717,9,4G,LTE FDD,FDD2100,6071561
Madampagama-GA0074-P_C,GA0074,22830,9,4G,LTE FDD,FDD2100,5844489
Panangala_West_Lamp-GA5075-P_C,GA5075,25704,9,4G,LTE FDD,FDD2100,6580233
Batuwangala-GA0114-P_1C,GA0114,25440,9,4G,LTE FDD,FDD2100,6512649
Ampegama-GA0047-P_2B,GA0047,20915,9,4G,LTE FDD,FDD2100,5354249
Neluwa-GA0028-P_1C,GA0028,23147,9,4G,LTE FDD,FDD2100,5925641
Ethkandura-GA0055-P_1B,GA0055,21253,9,4G,LTE FDD,FDD2100,5440777
Totawatta-GA0073-P_3A,GA0073,20923,9,4G,LTE FDD,FDD2100,5356297
Balapitiya_Town-GA0258-P_1A,GA0258,25111,9,4G,LTE FDD,FDD2100,6428425
Usbim_Janapada_Lamp-GA5073-P_C,GA5073,25853,9,4G,LTE FDD,FDD2100,6618377
Neluwa_Suntel-GA0183-P_A,GA0183,24504,9,4G,LTE FDD,FDD2100,6273033
Opatha-GA0049-P_2B,GA0049,23720,9,4G,LTE FDD,FDD2100,6072329
Maththaka_Junc_Lamp-GA5077-P_C,GA5077,27981,9,4G,LTE FDD,FDD2100,7163145
Kumarakanda_East-GA0222-P_2C,GA0222,21086,9,4G,LTE FDD,FDD2100,5398025
Maduwa-GA0237-P_2A,GA0237,24588,9,4G,LTE FDD,FDD2100,6294537
Horangolla-GA0263-P_3A,GA0263,25886,9,4G,LTE FDD,FDD2100,6626825
Kurundugahahethekma-GA0048-P_3C,GA0048,25161,9,4G,LTE FDD,FDD2100,6441225
Karuwalabedda-GA0271-P_4B,GA0271,24538,9,4G,LTE FDD,FDD2100,6281737
Niyagama-GA0037-P_1C,GA0037,22860,9,4G,LTE FDD,FDD2100,5852169
Waulpane-RA0311-P_C,RA0311,26850,9,4G,LTE FDD,FDD2100,6873609
Ellepola-RA0130-P_B,RA0130,23955,9,4G,LTE FDD,FDD2100,6132489
Nandanagama-RA0249-P_C,RA0249,25463,9,4G,LTE FDD,FDD2100,6518537
Maduwanwela-RA0045-P_3A,RA0045,25931,9,4G,LTE FDD,FDD2100,6638345
Kahawatta-RA0004-P_1D,RA0004,21040,9,4G,LTE FDD,FDD2100,5386249
Kella-RA0061-P_C,RA0061,22438,9,4G,LTE FDD,FDD2100,5744137
Muttettupola-RA0162-P_C,RA0162,25353,9,4G,LTE FDD,FDD2100,6490377
Thunkama-RA0051-P_2B,RA0051,25809,9,4G,LTE FDD,FDD2100,6607113
Dalukgala-RA0025-P_2C,RA0025,26066,9,4G,LTE FDD,FDD2100,6672905
Maduwanwela-RA0045-P_2C,RA0045,22425,9,4G,LTE FDD,FDD2100,5740809
Thimbolketiya-RA0018-P_2C,RA0018,22407,9,4G,LTE FDD,FDD2100,5736201
Godakawela-RA0011-P_2B,RA0011,22400,9,4G,LTE FDD,FDD2100,5734409
Werahera_East-RA0299-P_C,RA0299,26836,9,4G,LTE FDD,FDD2100,6870025
Kahawatta-RA0004-P_2B,RA0004,22394,9,4G,LTE FDD,FDD2100,5732873
Dalukgala-RA0025-P_1A,RA0025,21042,9,4G,LTE FDD,FDD2100,5386761
Kachigala-RA0173-P_3A,RA0173,25961,9,4G,LTE FDD,FDD2100,6646025
Panamure-RA0062-P_C,RA0062,25822,9,4G,LTE FDD,FDD2100,6610441
Miriswelipotha-RA0215-P_2B,RA0215,25178,9,4G,LTE FDD,FDD2100,6445577
Opanayaka-RA0023-P_1C,RA0023,25259,9,4G,LTE FDD,FDD2100,6466313
Borala-RA0297-P_C,RA0297,26834,9,4G,LTE FDD,FDD2100,6869513
Loonuwatta-BD0056-P_C,BD0056,23286,9,4G,LTE FDD,FDD2100,5961225
Lunugala_Town-BD0308-P_C,BD0308,27174,9,4G,LTE FDD,FDD2100,6956553
Loonuwatta-BD0056-P_3A,BD0056,26893,9,4G,LTE FDD,FDD2100,6884617
Badulla-BD0001-P_4A,BD0001,20304,9,4G,LTE FDD,FDD2100,5197833
Etampitiya-BD0015-P_1C,BD0015,25906,9,4G,LTE FDD,FDD2100,6631945
Lunugala-BD0013-P_C,BD0013,23233,9,4G,LTE FDD,FDD2100,5947657
Kendagolla-BD0086-P_2B,BD0086,25222,9,4G,LTE FDD,FDD2100,6456841
Udawela-BD0061-P_4C,BD0061,24993,9,4G,LTE FDD,FDD2100,6398217
Badulla_North-BD0127-P_C,BD0127,24574,9,4G,LTE FDD,FDD2100,6290953
Welimada_Town-BD0019-P_B,BD0019,21208,9,4G,LTE FDD,FDD2100,5429257
Welimada-BD0011-P_2B,BD0011,25724,9,4G,LTE FDD,FDD2100,6585353
Keppetipola-BD0025-P_1A,BD0025,22815,9,4G,LTE FDD,FDD2100,5840649
Hapugolla-BD0030-P_1C,BD0030,26447,9,4G,LTE FDD,FDD2100,6770441
Mirahawatta-BD0042-P_1C,BD0042,22847,9,4G,LTE FDD,FDD2100,5848841
Badulla-BD0001-P_1C,BD0001,25361,9,4G,LTE FDD,FDD2100,6492425
Janathapura-BD0230-P_C,BD0230,251501,9,4G,LTE FDD,FDD2100,64384265
Udawela-BD0061-P_1B,BD0061,22902,9,4G,LTE FDD,FDD2100,5862921
Nilathugoda-BD0305-P_C,BD0305,27172,9,4G,LTE FDD,FDD2100,6956041
Badulla_Town-BD0024-P_2B,BD0024,21210,9,4G,LTE FDD,FDD2100,5429769
Dehiwinna-BD0088-P_C,BD0088,27171,9,4G,LTE FDD,FDD2100,6955785
Pilimathalawa-KA0199-P_2B,KA0199,27125,9,4G,LTE FDD,FDD2100,6944009
Hingula_West-KE0248-P_1C,KE0248,24289,9,4G,LTE FDD,FDD2100,6217993
Embilmeegama-KA0311-P_A,KA0311,24857,9,4G,LTE FDD,FDD2100,6363401
Mawanella_Bus_Stand-KE0426-P_2A,KE0426,27688,9,4G,LTE FDD,FDD2100,7088137
Aluthnuwara-KE0128-P_2B,KE0128,25280,9,4G,LTE FDD,FDD2100,6471689
Rankotdiwela-KE0129-P_3B,KE0129,24534,9,4G,LTE FDD,FDD2100,6280713
Kadugannawa-KA0077-P_C,KA0077,21275,9,4G,LTE FDD,FDD2100,5446409
Balungala-KA0003-P_B,KA0003,21263,9,4G,LTE FDD,FDD2100,5443337
Hingula_Reloc-KE0228-P_A,KE0228,23311,9,4G,LTE FDD,FDD2100,5967625
Yatiwaldeniya-KE0307-P_C,KE0307,26183,9,4G,LTE FDD,FDD2100,6702857
Rankotdiwela-KE0129-P_3A,KE0129,25025,9,4G,LTE FDD,FDD2100,6406409
Balawathgama-KE0245-P_C,KE0245,25460,9,4G,LTE FDD,FDD2100,6517769
Menikdiwela-KA0230-P_C,KA0230,23280,9,4G,LTE FDD,FDD2100,5959689
Pilimathalawa_East-KA0390-P_C,KA0390,24842,9,4G,LTE FDD,FDD2100,6359561
Mawanella_Town_South-KE0234-P_C,KE0234,25297,9,4G,LTE FDD,FDD2100,6476041
Paranapattiya-KA0309-P_A,KA0309,24559,9,4G,LTE FDD,FDD2100,6287113
Mawanella_Bus_Stand-KE0426-P_1B,KE0426,27689,9,4G,LTE FDD,FDD2100,7088393
Kiribathkumbura-KA0062-P_1C,KA0062,25016,9,4G,LTE FDD,FDD2100,6404105
Ussapitiya_Town_Lamp-KE5020-P_C,KE5020,25257,9,4G,LTE FDD,FDD2100,6465801
Bandarawela-BD0003-P_1C,BD0003,20864,9,4G,LTE FDD,FDD2100,5341193
Bandarawela-BD0003-P_1A,BD0003,24990,9,4G,LTE FDD,FDD2100,6397449
Boralanda-BD0027-P_3B,BD0027,22773,9,4G,LTE FDD,FDD2100,5829897
Hopton-BD0096-P_2B,BD0096,23705,9,4G,LTE FDD,FDD2100,6068489
Werellapathana-BD0182-P_C,BD0182,26014,9,4G,LTE FDD,FDD2100,6659593
Passara-BD0010-P_2B,BD0010,20867,9,4G,LTE FDD,FDD2100,5341961
Badalkumbura-MO0042-P_C,MO0042,23174,9,4G,LTE FDD,FDD2100,5932553
Diyathalawa_SLMA_Lamp-BD5061-P_C,BD5061,25513,9,4G,LTE FDD,FDD2100,6531337
Wewathenna-BD0095-P_2B,BD0095,26638,9,4G,LTE FDD,FDD2100,6819337
Guruthalawa-BD0060-P_C,BD0060,23282,9,4G,LTE FDD,FDD2100,5960201
UVA_Mahawela_Reloc-BD0297-P_C,BD0297,26918,9,4G,LTE FDD,FDD2100,6891017
Dowa-BD0240-P_B,BD0240,26072,9,4G,LTE FDD,FDD2100,6674441
Passara_Town_Lamp-BD5002-P_B,BD5002,24168,9,4G,LTE FDD,FDD2100,6187017
Koslanda-BD0028-P_C,BD0028,23698,9,4G,LTE FDD,FDD2100,6066697
Hopton-BD0096-P_1C,BD0096,26291,9,4G,LTE FDD,FDD2100,6730505
Ritigala_Reloc-MO0191-P_B,MO0191,26811,9,4G,LTE FDD,FDD2100,6863625
Maligatenna_North-BD0164-P_C,BD0164,27175,9,4G,LTE FDD,FDD2100,6956809
Ranugalla-MO0055-P_C,MO0055,21849,9,4G,LTE FDD,FDD2100,5593353
Menikkadawara-KE0044-P_C,KE0044,23301,9,4G,LTE FDD,FDD2100,5965065
Niyadurupola-KE0025-P_4C,KE0025,23751,9,4G,LTE FDD,FDD2100,6080265
Hettimulla-KE0020-P_3B,KE0020,21305,9,4G,LTE FDD,FDD2100,5454089
Siyambalapitiya_East-KE0403-P_C,KE0403,26793,9,4G,LTE FDD,FDD2100,6859017
Kegalle_East-KE0080-P_4B,KE0080,25313,9,4G,LTE FDD,FDD2100,6480137
Yattogoda-KE0401-P_C,KE0401,26791,9,4G,LTE FDD,FDD2100,6858505
Alawatatha-KE0225-P_C,KE0225,23772,9,4G,LTE FDD,FDD2100,6085641
Nelundeniya-KE0012-P_C,KE0012,25260,9,4G,LTE FDD,FDD2100,6466569
Wadukanda-KE0204-P_C,KE0204,23769,9,4G,LTE FDD,FDD2100,6084873
Olagama-KE0149-P_C,KE0149,28020,9,4G,LTE FDD,FDD2100,7173129
Naugala-KE0004-P_2B,KE0004,25019,9,4G,LTE FDD,FDD2100,6404873
Pitagaladeniya-KE0402-P_C,KE0402,26792,9,4G,LTE FDD,FDD2100,6858761
Kiriwandeniya-KE0257-P_C,KE0257,26512,9,4G,LTE FDD,FDD2100,6787081
Rambukkana_Brandix_Lamp-KE5007-P_C,KE5007,24125,9,4G,LTE FDD,FDD2100,6176009
Wattarama-KE0296-P_C,KE0296,27221,9,4G,LTE FDD,FDD2100,6968585
Paragammana_Jun_Lamp-KE5077-P_C,KE5077,26370,9,4G,LTE FDD,FDD2100,6750729
Ginigathhena-NU0001-P_1B,NU0001,21031,9,4G,LTE FDD,FDD2100,5383945
Gawarawila-NU0263-P_C,NU0263,26832,9,4G,LTE FDD,FDD2100,6869001
Kithulgala-KE0079-P_B,KE0079,22821,9,4G,LTE FDD,FDD2100,5842185
Hatton_North-NU0028-P_C,NU0028,21390,9,4G,LTE FDD,FDD2100,5475849
Deraniyagala_Town-KE0038-P_2A,KE0038,25345,9,4G,LTE FDD,FDD2100,6488329
Watawala_East-NU0101-P_2B,NU0101,23853,9,4G,LTE FDD,FDD2100,6106377
Wewelthalawa_South-NU0218-P_B,NU0218,25957,9,4G,LTE FDD,FDD2100,6645001
Dickoya-NU0016-P_1C,NU0016,25891,9,4G,LTE FDD,FDD2100,6628105
Maskeliya_Town-NU0037-P_C,NU0037,23816,9,4G,LTE FDD,FDD2100,6096905
Kiriwaneliya-NU0259-P_C,NU0259,26826,9,4G,LTE FDD,FDD2100,6867465
Dickoya-NU0016-P_3A,NU0016,21388,9,4G,LTE FDD,FDD2100,5475337
Kithulgala_Town_East-KE0242-P_A,KE0242,24781,9,4G,LTE FDD,FDD2100,6343945
Bogawanthalawa-NU0015-P_1B,NU0015,21387,9,4G,LTE FDD,FDD2100,5475081
Ginigathhena_South-NU0182-P_C,NU0182,25150,9,4G,LTE FDD,FDD2100,6438409
Miyanvita_GS_KEG_24-KE0353-P_C,KE0353,28052,9,4G,LTE FDD,FDD2100,7181321
Jambugahapitiya-KA0232-P_1C,KA0232,23339,9,4G,LTE FDD,FDD2100,5974793
Galagedara-KA0004-P_2D,KA0004,26678,9,4G,LTE FDD,FDD2100,6829577
Udathalawinna_South-KA0454-P_A,KA0454,25954,9,4G,LTE FDD,FDD2100,6644233
Udathalawinna-KA0089-P_1C,KA0089,20962,9,4G,LTE FDD,FDD2100,5366281
Niyangoda-KA0115-P_1A,KA0115,22861,9,4G,LTE FDD,FDD2100,5852425
Mullegama-KA0113-P_4B,KA0113,26330,9,4G,LTE FDD,FDD2100,6740489
Menikhinna-KA0035-P_2A,KA0035,20946,9,4G,LTE FDD,FDD2100,5362185
Niyangoda-KA0115-P_C,KA0115,26302,9,4G,LTE FDD,FDD2100,6733321
Kulugammana-KA0086-P_1B,KA0086,21277,9,4G,LTE FDD,FDD2100,5446921
Bulukohothenna-KA0216-P_1A,KA0216,20973,9,4G,LTE FDD,FDD2100,5369097
Nugawela-KA0066-P_4C,KA0066,26301,9,4G,LTE FDD,FDD2100,6733065
Yahalathenna_Lamp-KA5024-P_C,KA5024,24203,9,4G,LTE FDD,FDD2100,6195977
Uduwa-KA0088-P_1C,KA0088,21278,9,4G,LTE FDD,FDD2100,5447177
Wattegama-KA0037-P_2B,KA0037,27997,9,4G,LTE FDD,FDD2100,7167241
Dediyagala_Lamp-MR5048-P_C,MR5048,27978,9,4G,LTE FDD,FDD2100,7162377
Kamburupitiya-MR0010-P_1C,MR0010,25826,9,4G,LTE FDD,FDD2100,6611465
Godapitiya-MR0132-P_1C,MR0132,25159,9,4G,LTE FDD,FDD2100,6440713
Pitabeddara-MR0020-P_1C,MR0020,25356,9,4G,LTE FDD,FDD2100,6491145
Mapalana-MR0057-P_3C,MR0057,22351,9,4G,LTE FDD,FDD2100,5721865
Morawaka_South-MR0263-P_C,MR0263,26819,9,4G,LTE FDD,FDD2100,6865673
Udalamatta-GA0116-P_C,GA0116,26636,9,4G,LTE FDD,FDD2100,6818825
Weliketiya-MR0184-P_A,MR0184,25330,9,4G,LTE FDD,FDD2100,6484489
Akuressa_South-MR0045-P_1A,MR0045,25183,9,4G,LTE FDD,FDD2100,6446857
Andapana-MR0244-P_C,MR0244,26817,9,4G,LTE FDD,FDD2100,6865161
Mapalana-MR0057-P_2B,MR0057,25450,9,4G,LTE FDD,FDD2100,6515209
Urumuththa-MR0151-P_B,MR0151,25941,9,4G,LTE FDD,FDD2100,6640905
Pitabeddara-MR0020-P_1A,MR0020,21363,9,4G,LTE FDD,FDD2100,5468937
Wilpita_Junction-MR0110-P_C,MR0110,24437,9,4G,LTE FDD,FDD2100,6255881
Poruwadanda-KL0127-P_4A,KL0127,22878,9,4G,LTE FDD,FDD2100,5856777
Ingiriya-KL0022-P_1A,KL0022,20993,9,4G,LTE FDD,FDD2100,5374217
Horana_West-KL0043-P_1A,KL0043,25877,9,4G,LTE FDD,FDD2100,6624521
Bellapitiya-KL0087-P_1B,KL0087,25261,9,4G,LTE FDD,FDD2100,6466825
Horana_FTZ-KL0125-P_2B,KL0125,21343,9,4G,LTE FDD,FDD2100,5463817
Kananvila-KL0116-P_1C,KL0116,21340,9,4G,LTE FDD,FDD2100,5463049
Pokunuwita_Junction-KL0071-P_1B,KL0071,21330,9,4G,LTE FDD,FDD2100,5460489
Aramanagolla-KL0260-P_4B,KL0260,24740,9,4G,LTE FDD,FDD2100,6333449
Maputugala-KL0137-P_1C,KL0137,23367,9,4G,LTE FDD,FDD2100,5981961
Aramanagolla-KL0260-P_4A,KL0260,24244,9,4G,LTE FDD,FDD2100,6206473
Moragahahena-KL0024-P_2A,KL0024,20995,9,4G,LTE FDD,FDD2100,5374729
Kananvila-KL0116-P_4A,KL0116,25034,9,4G,LTE FDD,FDD2100,6408713
Kahawala-CM1338-P_3C,CM1338,23259,9,4G,LTE FDD,FDD2100,5954313
Weligalla-KA0040-P_3A,KA0040,26328,9,4G,LTE FDD,FDD2100,6739977
Gampola_Town-KA0056-P_C,KA0056,21074,9,4G,LTE FDD,FDD2100,5394953
Hindagala-KA0111-P_1C,KA0111,26137,9,4G,LTE FDD,FDD2100,6691081
Handessa-KA0103-P_1B,KA0103,20964,9,4G,LTE FDD,FDD2100,5366793
Balathgamuwa_GS_KEG_28-KE0357-P_C,KE0357,27710,9,4G,LTE FDD,FDD2100,7093769
Malwattegama-KA0106-P_3B,KA0106,25964,9,4G,LTE FDD,FDD2100,6646793
Sinhapitiya-KA0068-P_4A,KA0068,20954,9,4G,LTE FDD,FDD2100,5364233
Palle_Aludeniya-KA0219-P_2B,KA0219,21092,9,4G,LTE FDD,FDD2100,5399561
Daulagala-KA0082-P_3A,KA0082,25315,9,4G,LTE FDD,FDD2100,6480649
Ambuluwawa-KA0023-P_3A,KA0023,26002,9,4G,LTE FDD,FDD2100,6656521
Watadeniya-KA0071-P_2A,KA0071,24771,9,4G,LTE FDD,FDD2100,6341385
Hemmathagama-KE0033-P_3A,KE0033,25024,9,4G,LTE FDD,FDD2100,6406153
Gampola-KA0005-P_4B,KA0005,25168,9,4G,LTE FDD,FDD2100,6443017
Kaikawala-MT0039-P_1A,MT0039,22809,9,4G,LTE FDD,FDD2100,5839113
Warapitiya-MT0036-P_C,MT0036,23799,9,4G,LTE FDD,FDD2100,6092553
Gongawela-MT0100-P_1B,MT0100,24513,9,4G,LTE FDD,FDD2100,6275337
Pujapitiya_West-KA0586-P_C,KA0586,27195,9,4G,LTE FDD,FDD2100,6961929
Koombiyangoda-MT0028-P_C,MT0028,21029,9,4G,LTE FDD,FDD2100,5383433
Ankumbura-KA0080-P_B,KA0080,23732,9,4G,LTE FDD,FDD2100,6075401
Ukuwela_West-MT0155-P_2C,MT0155,25357,9,4G,LTE FDD,FDD2100,6491401
Matale_Town-MT0030-P_1C,MT0030,21030,9,4G,LTE FDD,FDD2100,5383689
Uruwala-KA0146-P_C,KA0146,23736,9,4G,LTE FDD,FDD2100,6076425
Morahela-MT0175-P_2B,MT0175,23871,9,4G,LTE FDD,FDD2100,6110985
Hapuwida-MT0097-P_2C,MT0097,26331,9,4G,LTE FDD,FDD2100,6740745
Malgamandeniya_2_Lamp-KA5009-P_B,KA5009,24944,9,4G,LTE FDD,FDD2100,6385673
Pujapitiya-KA0079-P_2A,KA0079,20958,9,4G,LTE FDD,FDD2100,5365257
Narthupana-KL0179-P_1B,KL0179,25037,9,4G,LTE FDD,FDD2100,6409481
Wellatha-KL0107-P_C,KL0107,23229,9,4G,LTE FDD,FDD2100,5946633
Keselhenawa-KL0103-P_4B,KL0103,23778,9,4G,LTE FDD,FDD2100,6087177
Keselhenawa-KL0103-P_4A,KL0103,25349,9,4G,LTE FDD,FDD2100,6489353
Thebuwana-KL0091-P_2C,KL0091,23195,9,4G,LTE FDD,FDD2100,5937929
Alubogahawatta-KL0258-P_2C,KL0258,25267,9,4G,LTE FDD,FDD2100,6468361
Mahena-KL0090-P_C,KL0090,23256,9,4G,LTE FDD,FDD2100,5953545
Neboda_Udawela-KL0259-P_3C,KL0259,25169,9,4G,LTE FDD,FDD2100,6443273
Meegahathenna-KL0172-P_C,KL0172,23785,9,4G,LTE FDD,FDD2100,6088969
Mathugama-KL0010-P_1C,KL0010,25163,9,4G,LTE FDD,FDD2100,6441737
Thebuwana-KL0091-P_1A,KL0091,25715,9,4G,LTE FDD,FDD2100,6583049
Wandurabba-KL0399-P_1A,KL0399,27338,9,4G,LTE FDD,FDD2100,6998537
Maha_Bellana-KL0161-P_4C,KL0161,25252,9,4G,LTE FDD,FDD2100,6464521
Panadura_North-KL0012-P_3B,KL0012,23985,9,4G,LTE FDD,FDD2100,6140169
Pinwatta-KL0058-P_2B,KL0058,24523,9,4G,LTE FDD,FDD2100,6277897
Pallimulla-CM0495-P_1A,CM0495,21230,9,4G,LTE FDD,FDD2100,5434889
Bandaragama_Aluthgama-KL0239-P_C,KL0239,23875,9,4G,LTE FDD,FDD2100,6112009
Atalugama-KL0126-P_2C,KL0126,25726,9,4G,LTE FDD,FDD2100,6585865
Alubomulla-KL0017-P_1A,KL0017,25029,9,4G,LTE FDD,FDD2100,6407433
Pinwatta-KL0058-P_4C,KL0058,21003,9,4G,LTE FDD,FDD2100,5376777
Raigama-KL0261-P_2C,KL0261,24877,9,4G,LTE FDD,FDD2100,6368521
Wewita-KL0187-P_2B,KL0187,24739,9,4G,LTE FDD,FDD2100,6333193
Gammanpila-KL0133-P_2B,KL0133,21344,9,4G,LTE FDD,FDD2100,5464073
Egodauyana-CM0531-P_B,CM0531,21234,9,4G,LTE FDD,FDD2100,5435913
Ridiyagama-HA0028-P_2B,HA0028,22254,9,4G,LTE FDD,FDD2100,5697033
Tissamaharama-HA0005-P_4C,HA0005,21104,9,4G,LTE FDD,FDD2100,5402633
Buruthakanda-HA0048-P_1B,HA0048,22271,9,4G,LTE FDD,FDD2100,5701385
Ambalantota-HA0001-P_2A,HA0001,20355,9,4G,LTE FDD,FDD2100,5210889
Ambalantota-HA0001-P_4C,HA0001,25865,9,4G,LTE FDD,FDD2100,6621449
Mamadala-HA0057-P_C,HA0057,22279,9,4G,LTE FDD,FDD2100,5703433
Zuchi_Gammanaya_Lamp-HA5036-P_C,HA5036,27993,9,4G,LTE FDD,FDD2100,7166217
Deberawewa-HA0031-P_1A,HA0031,20933,9,4G,LTE FDD,FDD2100,5358857
Malpettawa-HA0212-P_C,HA0212,25072,9,4G,LTE FDD,FDD2100,6418441
Kohombagahapelessa-HA0046-P_2B,HA0046,25182,9,4G,LTE FDD,FDD2100,6446601
Mirijjawila-HA0006-P_2B,HA0006,22234,9,4G,LTE FDD,FDD2100,5691913
Meegoda-CM0255-P_2B,CM0255,20883,9,4G,LTE FDD,FDD2100,5346057
Arukwatta-CM0498-P_2A,CM0498,24998,9,4G,LTE FDD,FDD2100,6399497
Panagoda-CM0362-P_4C,CM0362,24522,9,4G,LTE FDD,FDD2100,6277641
