cellid,enodebid,physcellid,time_timestamp,localcellid,eutrancellid1,eutrancellid2,eutrancellid3,avg_dlrsrp_s,avg_dlrsrq_s,avg_longitude,avg_latitude,avg_dlearfcn,avg_dlrsrp_d1,avg_dlrsrq_d1,avg_dlrsrp_d2,avg_dlrsrq_d2,avg_dlrsrp_d3,avg_dlrsrq_d3,avg_dlcqi,avg_ta
21,21115,400,00:41.0,21,5405472,5405452,5405450,-103,-18.5,80.409486,8.33299,1725,-100,-16,-101,-18.5,-101,-19,,1
22,21115,127,01:22.0,22,5405472,5405954,5405452,-79,-11.5,80.409298,8.33535,1725,-87,-19,-90,-20,-92,-20,11,3
0,22689,309,00:20.0,0,5154836,,,-97,-10,80.366451,7.472731,1725,-104,-20,,,,,10,7
80,20015,273,00:19.0,80,7051611,5278034,5233489,-110,-17.5,,,525,-107,-16.5,-108,-15.5,-110,-18,2,4
1,23925,386,01:32.0,1,5912832,6124802,,-95,-12.5,81.342644,7.552367,1725,-99.5,-15.8,-102.5,-18.8,,,6.5,3.5
1,21457,314,01:59.0,1,5492994,5492992,,-88,-11.5,81.699339,7.712574,1725,-92,-16,-93,-16,,,,0
22,21115,127,00:06.0,22,5405472,5197076,,-116,-13,80.409183,8.334759,1725,-120,-17,-121,-17.5,,,,4
2,23113,208,01:06.0,2,5317378,,,-109,-15.5,79.968999,9.715356,1725,-116,-20,,,,,8,47
0,21443,31,01:38.0,0,5226498,,,-94,-12,81.68687,7.304384,1725,-102,-20,,,,,,21
2,20424,128,00:42.0,2,6127104,,,-117,-16.5,81.541848,7.920564,1725,-117,-16.5,,,,,5,32
3,21585,112,01:49.0,3,5525761,,,-100.5,-14,80.143173,7.128234,1725,-104.5,-17.3,,,,,9,11
0,23662,93,01:56.0,0,5817090,,,-110,-12.5,80.038057,8.786852,1725,-123,-20,,,,,8,39
132,24235,282,01:47.0,,5218946,,,-106,-12.6,79.840732,8.031389,41090,-110.8,-16.9,,,,,9.5,18.3
0,24227,98,01:28.0,0,5124096,5128962,,-98,-13.5,79.859749,6.915429,1725,-104,-17.5,-104,-18,,,9,3
1,25629,115,00:27.0,1,6561024,6561026,,-106,-12,80.310948,8.163148,1725,-113,-19,-114,-19.5,,,6,10
0,25629,116,01:03.0,0,5901826,5901825,,-90,-13.7,80.31443,8.171048,1725,-92.3,-16.2,-96.3,-19.7,,,8,8
0,20195,330,01:06.0,0,5282562,6158850,,-95,-11,79.890847,7.086964,1725,-102,-15,-107,-18,,,8,6
30,20303,327,00:43.0,30,5197569,,,-88.6,-13.1,81.72517,7.686455,1725,-92.9,-16.1,,,,,9.1,4.5
0,20697,339,00:34.0,0,5285899,5285890,,-105,-12.5,79.955412,7.17408,1725,-109,-16.5,-110,-17,,,,11
0,23882,408,00:23.0,0,5820416,6120192,5231360,-109,-13.5,81.710422,7.730761,1725,-111,-14.5,-112,-17.5,-114,-19.5,7,19
2,21443,30,00:10.0,2,5489439,,,-96.1,-13.6,81.670856,7.305701,1725,-99.3,-14.8,,,,,11.8,6.7
2,20424,128,01:12.0,2,5228575,,,-97.7,-12,81.557509,7.918219,1725,-101,-15.7,,,,,7.7,11.7
1,24604,65,01:04.0,1,5996034,,,-115.5,-15.8,80.668771,8.285286,1725,-117.5,-18.5,,,,,8,49
1,24829,238,00:26.0,1,6486274,,,-112,-13.7,81.026909,7.633771,1725,-115.3,-17.8,,,,,6.7,23.3
3,21585,112,01:42.0,3,4294967295,4294967295,4294967295,-120,-20,80.143168,7.126049,1725,-116,-18,-117,-18.5,-118,-19,5,23
1,25629,115,00:00.0,1,6561024,,,-111.5,-13.8,80.328266,8.166904,1725,-116.5,-18.8,,,,,5.5,25.5
3,25629,346,00:07.0,3,5809695,,,-113,-14,80.308866,8.189043,1725,-120,-20,,,,,6,26
3,25629,346,01:27.0,3,5227264,,,-112.6,-12.7,80.3064,8.187338,1725,-116,-16.7,,,,,5.7,58.3
30,24045,144,00:59.0,30,6155521,,,-98.2,-13.8,81.502314,7.941963,1725,-102.5,-18,,,,,6,7.5
2,24045,146,00:36.0,2,5906432,5903872,6155520,-103,-17,81.493834,7.970514,1725,-108,-20,-112,-20,-113,-20,4,38
0,20195,330,00:45.0,0,6288643,5282562,6158850,-96,-11.5,79.89038,7.086855,1725,-102,-17,-103,-16,-106,-19.5,8,6
0,25766,114,00:39.0,0,5545473,6563586,5545217,-117,-15,80.58979,9.384731,1725,-120,-19.5,-120,-19.5,-121,-19.5,,
12,20649,131,00:05.0,12,6479873,,,-104,-13,80.129907,7.272557,1725,-104,-14.5,,,,,,23
2,20069,215,01:46.0,2,6143232,5158913,,-90,-8.5,79.887693,6.910772,1725,-95,-13,-99,-19,,,11,3
20,23879,205,00:48.0,20,6113025,5220362,,-107,-14.5,81.187981,8.504093,1725,-110,-17,-112,-18.5,,,5,9
0,23520,180,00:31.0,0,5779222,,,-113,-15,79.912135,7.146513,1725,-122,-20,,,,,6,15
0,20530,27,01:13.0,0,6021376,5178624,,-119,-13.5,79.866386,6.881151,1725,-123,-18.5,-124,-19,,,,3
0,23520,180,01:40.0,0,5208084,,,-115,-17,79.918982,7.140539,1725,-116,-18,,,,,,21
22,21115,127,00:30.0,22,5197076,5405954,5197057,-100,-13,80.408858,8.335044,1725,-103,-13.5,-107,-19,-107,-17.5,6,4
1,23879,206,00:32.0,1,6113024,6113044,5782273,-88,-18,81.182617,8.50372,1725,-90,-17,-90,-15,-91,-18.5,6,0
1,23879,206,01:29.0,1,5220362,,,-105.4,-14.5,81.185749,8.501662,1725,-109.3,-17.4,,,,,8.6,6.8
0,24641,274,01:57.0,0,6049813,,,-96,-14.1,80.093365,7.138132,1725,-99.8,-16.1,,,,,11.1,5.9
30,20303,327,00:33.0,30,5231902,,,-114,-19,81.732946,7.688832,1725,-114,-19,,,,,3,16
1,24401,389,01:52.0,1,5218591,,,-90.2,-12.6,79.790884,7.582626,1725,-94.3,-15.4,,,,,9.5,4
12,20649,131,00:12.0,12,5410836,,,-103,-12.5,80.135507,7.275603,1725,-108,-17.8,,,,,7,23
22,20077,415,01:43.0,22,5139712,6179841,5139718,-93,-13.5,79.860841,6.87502,1725,-94,-13.5,-98,-18.5,-100,-19.5,4,2
10,23079,269,01:17.0,10,6782722,5623552,,-112,-19.5,80.521256,7.967174,1725,-111,-17,-111,-18.5,,,5,48
0,23520,180,00:00.0,0,5779222,,,-111.8,-14.9,79.911983,7.143643,1725,-118.4,-18.6,,,,,,15
2,24586,446,01:23.0,2,6127106,6127104,6130690,-115,-20,81.508687,7.966045,1725,-111,-16.5,-114,-19,-114,-20,5,51
1,21193,169,00:23.0,1,6152704,5128193,,-74,-12,79.85701,6.896521,1725,-73,-13,-79,-19,,,12,1
0,24227,98,01:28.0,0,5143552,,,-94,-12.5,79.858984,6.915867,1725,-101,-18,,,,,7,3
3,21585,112,00:25.0,3,4294967295,,,-110.4,-17.5,80.1437,7.126436,1725,-112,-18.5,,,,,4,17.7
1,25629,115,00:08.0,1,5986817,,,-122.7,-19.2,80.325825,8.14288,1725,-122,-18.3,,,,,2,34.5
0,23550,52,01:45.0,0,6250004,,,-108.5,-14,80.567793,7.743289,1725,-109.5,-13.8,,,,,6,25.5
2,24045,146,01:51.0,2,6155521,,,-97.6,-15.3,81.49732,7.943244,1725,-100.4,-17.9,,,,,11,3.3
1,21661,257,01:48.0,1,5545475,,,-112.7,-15,80.536333,9.405048,1725,-115.7,-18,,,,,5.3,36
0,20530,27,00:21.0,0,5178624,,,-94.5,-14.5,79.866525,6.879971,1725,-99.5,-17.5,,,,,11.5,1.5
0,20530,27,01:10.0,0,5178624,,,-108,-14.4,79.866638,6.880597,1725,-111.3,-16.3,,,,,10.5,4
0,23882,408,00:29.0,0,6120192,5820416,5231360,-107,-13,81.710422,7.730761,1725,-112,-15.5,-113,-16,-115,-20,6,19
0,24227,98,01:43.0,0,5124096,5124097,6202113,-96,-14,79.858702,6.914651,1725,-98,-15.5,-100,-18.5,-102,-19,,
0,25629,116,00:59.0,0,6561025,,,-111,-13.5,80.315164,8.169957,1725,-114.7,-18.2,,,,,6,16.5
3,25629,346,00:31.0,3,5227264,,,-109.5,-11.9,80.313123,8.186604,1725,-114,-16.4,,,,,5,27
0,20195,330,01:57.0,0,5282562,6288643,5538838,-97,-12.5,79.891239,7.087301,1725,-102,-14,-106,-18,-107,-19.5,6,6
30,20303,327,00:03.0,30,5197569,,,-86.6,-13.4,81.725354,7.686684,1725,-91,-16.7,,,,,8.2,4.4
2,21456,189,01:57.0,2,5492736,6565378,,-94,-12.5,81.709533,7.609375,1725,-99,-18.5,-101,-20,,,9,26
2,22715,153,00:50.0,2,5808918,,,-112,-15,81.193473,8.675772,1725,-117.3,-17.5,,,,,9,14
1,24091,392,01:40.0,1,6167296,,,-96.1,-13.9,80.0129,9.666862,1725,-100,-16.8,,,,,11.1,1
1,24091,392,01:30.0,1,6167296,6564610,,-103,-17,80.01381,9.667141,1725,-104.5,-15.8,-109.5,-17.5,,,,
0,20195,330,00:30.0,0,6288643,5282562,,-101,-13.3,79.891694,7.086155,1725,-101.7,-13,-104.7,-16.3,,,6,5.5
3,20646,274,00:52.0,3,6142720,,,-98,-11,79.935088,6.991959,1725,-106,-18.8,,,,,8,7
1,24091,392,01:01.0,1,6167296,6564610,5309954,-99,-16.5,80.013685,9.666998,1725,-100,-15.5,-105,-20,-106,-17,7,2
0,24227,98,01:38.0,0,5128961,,,-96,-12,79.859702,6.91486,1725,-104,-19.5,,,,,,
2,26426,399,00:30.0,2,6765057,,,-93,-14.8,81.831197,7.406609,1725,-100.5,-19.3,,,,,9,0
0,20195,330,00:04.0,0,6288643,5289492,,-109,-12,79.889045,7.086948,1725,-114.5,-16.8,-116.5,-19,,,6,9
0,20195,330,00:16.0,0,6288643,5282562,6158850,-100,-12,79.891022,7.087047,1725,-105,-15,-108,-18.5,-109,-19.5,7,6
10,20303,212,00:18.0,10,5197588,,,-94,-13,81.726866,7.685601,1725,-96.7,-16.7,,,,,6,7
20,20303,211,01:19.0,20,5197598,5197600,,-91,-14,81.724201,7.688719,1725,-97,-17,-97,-17,,,,0
22,20300,258,00:35.0,22,5801216,,,-94,-12,81.815846,7.420621,1725,-99,-20,,,,,6,16
2,20015,125,01:53.0,2,5123871,5277954,,-84,-13,79.852274,6.908719,1725,-88,-14.5,-91,-19,,,6,3
1,23900,337,01:57.0,1,5335307,,,-110,-15,81.208019,8.584671,1725,-112.5,-14.5,,,,,8,4.5
0,20254,198,00:53.0,0,5185025,,,-95.5,-13.8,79.89487,6.990745,1725,-100,-16.8,,,,,8.5,4
22,20771,347,00:54.0,22,5317378,,,-98.5,-11.6,79.984565,9.748874,1725,-108,-19.8,,,,,6.5,8.7
0,20697,339,00:31.0,0,5285890,,,-95.7,-13.6,79.950523,7.17562,1725,-98,-15.7,,,,,10,6.3
0,24227,98,00:48.0,0,6202113,5128962,5124096,-98,-13.5,79.859752,6.9147,1725,-101,-17,-105,-20,-107,-20,,
1,25629,115,00:39.0,1,5227294,5227274,,-108,-14.5,80.317985,8.164681,1725,-111,-17.5,-113,-19.5,,,,12
1,25629,115,01:07.0,1,6561024,,,-111,-15.3,80.324624,8.174586,1725,-109.5,-13.5,,,,,4,22
10,24045,95,00:32.0,10,6155550,,,-99.5,-14.3,81.504945,7.947268,1725,-105,-18.5,,,,,7,11
0,23520,180,01:10.0,0,5208084,,,-97,-14.5,79.910882,7.143505,1725,-107,-20,,,,,9,11
0,20254,198,01:35.0,0,5185025,,,-97,-13.2,79.894706,6.991489,1725,-102,-17.3,,,,,6.5,2.5
2,20771,346,01:31.0,2,5916928,4294967295,5540895,-104,-10.5,79.984113,9.748907,1725,-110,-18,-111,-19,-111,-18.5,10,8
22,21115,127,01:30.0,22,5405452,,,-102,-15,80.410091,8.333812,1725,-107,-16,,,,,6,2
91,27394,230,00:29.0,91,6050128,,,-108,-12.8,79.736086,8.041432,525,-111.5,-16.8,,,,,7.5,19
91,27394,230,00:23.0,91,6050128,6050138,,-110,-12.3,79.736348,8.043243,525,-114,-17,-118,-18.3,,,7.5,17
2,20771,346,01:44.0,2,6029569,4294967295,,-107,-13.5,79.989407,9.749374,1725,-111,-17.5,-113,-19.5,,,7,11
0,21893,256,00:21.0,0,6177539,6177536,5227779,-117,-17.5,80.389158,8.333178,1725,-118,-18,-118,-18,-119,-20,6,16
22,21115,127,01:13.0,22,5405452,,,-109.5,-13.5,80.40924,8.33339,1725,-113.5,-16.5,,,,,,
22,21115,127,01:43.0,22,5405452,,,-102.5,-14.6,80.409509,8.333324,1725,-109,-18.6,,,,,8,1.7
21,21653,174,01:21.0,21,6167297,6564609,,-90,-15.5,80.013162,9.665861,1725,-91,-16,-94,-19,,,4,8
0,23520,180,01:38.0,0,5779222,,,-109,-14.8,79.914144,7.14671,1725,-113.3,-16.7,,,,,6,16.5
0,20015,150,01:41.0,0,5144577,,,-92,-12,79.851621,6.913432,1725,-99,-19,,,,,6,3
0,23520,180,00:11.0,0,5779222,,,-114,-15.7,79.912086,7.146818,1725,-119.7,-19.3,,,,,6,15
1,24091,392,00:51.0,1,5309954,5309955,,-114,-19,80.01458,9.667029,1725,-116,-19,-117,-17.5,,,,2
21,21653,174,00:49.0,21,6167297,6564609,,-90,-15,80.013303,9.665754,1725,-93,-16.5,-95,-20,,,4,8
10,23079,269,00:43.0,10,5618945,5908225,,-123,-15.5,80.521388,7.954356,1725,-129,-20,-133,-20,,,,
3,21585,112,00:29.0,3,4294967295,5291786,,-114,-20,80.141523,7.131716,1725,-108,-15.5,-115,-20,,,,13
1,25629,115,00:24.0,1,5227294,5227274,,-107,-13.5,80.317937,8.164712,1725,-111,-16.5,-113,-19,,,,12
0,25629,116,00:55.0,0,6561025,,,-94.4,-11.6,80.318064,8.170018,1725,-102.2,-19,,,,,8.7,11
30,24045,144,00:48.0,30,6127104,6294018,5493762,-107,-20,81.515591,7.940722,1725,-106,-18.5,-106,-19.5,-106,-20,,
10,20303,212,00:33.0,10,5197588,,,-96.7,-12.9,81.726874,7.68582,1725,-101.3,-17.6,,,,,11.5,4.7
21,20697,341,01:36.0,21,5298432,5298443,,-110,-16,79.951751,7.17019,1725,-109,-15,-116,-20,,,7,6
2,21654,17,01:52.0,2,5543424,,,-95.9,-15,80.159718,9.660722,1725,-100.6,-18.2,,,,,11.6,6.2
3,25629,346,01:13.0,3,6561026,,,-106,-11.5,80.310205,8.170055,1725,-111,-18,,,,,12,4
0,20731,375,01:47.0,0,6290432,7170306,7170326,-109,-15.5,79.84199,7.217751,1725,-112,-17.5,-113,-20,-114,-20,6,5
2,23520,182,01:03.0,2,5208084,,,-101.7,-13.9,79.902117,7.145439,1725,-107.2,-17.8,,,,,10.5,4
0,20697,339,00:36.0,0,5285890,,,-90.5,-14.5,79.950249,7.175231,1725,-94.3,-16.8,,,,,10.8,5
0,24227,98,01:23.0,0,5143572,5143552,5234689,-94,-11.5,79.859029,6.916046,1725,-100,-17,-100,-18,-101,-15,8,3
0,24227,98,00:11.0,0,5121024,5128962,5128961,-98,-16.5,79.860025,6.914949,1725,-97,-14.5,-99,-17,-100,-18,,2
0,25629,116,01:26.0,0,6561025,,,-98.2,-13.6,80.314491,8.169113,1725,-98.6,-14,,,,,6.9,4.6
3,25629,346,01:32.0,3,5227264,,,-104.8,-12,80.311043,8.183963,1725,-109.3,-16.6,,,,,7.5,53
30,24045,144,00:39.0,30,6155521,,,-94.5,-13.2,81.503646,7.941526,1725,-102,-18.8,,,,,8.6,6.9
20,20303,211,01:15.0,20,5231637,,,-101,-13,81.728373,7.688122,1725,-107.5,-17.3,,,,,,7.5
21,20697,341,00:40.0,21,5298432,5285890,,-95.3,-14.4,79.95441,7.172468,1725,-99.8,-17.3,-101,-18.3,,,7,8
1,26939,105,01:44.0,1,5226754,5779988,5223434,-112,-15.5,,,1725,-113,-17,-115,-18.5,-115,-19.5,5,9
0,24227,98,00:43.0,0,6202113,5128962,6202133,-98,-14,79.859912,6.914764,1725,-104,-20,-105,-20,-109,-20,6,2
1,25629,115,01:49.0,1,5227274,,,-110,-11.5,80.316357,8.164531,1725,-117,-19,,,,,6,11
0,25629,116,00:54.0,0,6561025,5227294,,-108,-14,80.321981,8.169133,1725,-110,-16,-116,-20,,,6,17
0,25629,116,01:21.0,0,6561025,,,-96.3,-12.1,80.314917,8.169212,1725,-100.4,-15.8,,,,,7.3,5.3
81,27252,413,01:48.0,81,6976602,6256722,,-100,-13,81.810093,7.366066,525,-105,-18,-106,-19,,,,8
3,20646,274,00:06.0,3,5298688,,,-101.5,-12.3,79.933324,6.989997,1725,-106.5,-16.8,,,,,5,9
21,20697,341,00:57.0,21,5285890,5298432,,-107,-14,79.95414,7.172214,1725,-107.5,-14.5,-111.5,-18,,,7.5,9
0,23520,180,01:07.0,0,5779202,5810443,,-109,-18,79.910608,7.147362,1725,-113,-16,-115,-20,,,,
11,20015,123,01:40.0,11,5123871,,,-78.5,-14,79.852647,6.909307,1725,-81,-14.8,,,,,10.5,2
20,20003,165,01:40.0,20,5393668,5120768,5120769,-70,-9,79.850678,6.90489,1725,-74,-15,-79,-19,-83,-20,,3
32,20104,200,01:05.0,32,7048448,5144843,7048468,-111,-17.5,79.878256,6.89973,1725,-112,-16,-112,-15,-114,-18,,6
0,24227,98,00:17.0,0,6202113,5128962,5124096,-98,-14.5,79.859693,6.914746,1725,-102,-19,-103,-18.5,-103,-20,,
3,21585,112,00:51.0,3,4294967295,,,-110.6,-16.9,80.142954,7.128276,1725,-113,-18.4,,,,,4.3,17.3
0,22689,309,00:52.0,0,5551362,,,-99,-13.8,80.369345,7.473855,1725,-102.5,-17,,,,,5,8.5
0,22689,309,00:06.0,0,5550337,6674177,5551362,-91,-17,80.369003,7.479408,1725,-90,-17.5,-91,-17,-93,-19.5,,20
22,21115,127,01:32.0,22,5405452,5405472,5197076,-98,-11.5,80.409688,8.333176,1725,-102,-16,-103,-19,-105,-19,11,2
0,24227,98,00:04.0,0,5128962,,,-86,-11,79.859798,6.915102,1725,-90,-17,,,,,11,2
3,21585,112,00:58.0,3,4294967295,,,-111.9,-17,80.139762,7.128354,1725,-112.6,-18.1,,,,,6.2,30.5
1,25629,115,00:32.0,1,6561024,6561026,5227274,-104,-11.5,80.311287,8.162799,1725,-111,-20,-111,-20,-112,-20,6,10
0,20195,330,00:40.0,0,6288643,5282562,,-101,-11.5,79.891263,7.086249,1725,-103.5,-14,-108.5,-17.8,,,5,5.5
0,20559,114,01:55.0,0,6212118,,,-102.5,-13.5,79.874828,6.979338,1725,-106,-17.3,,,,,6.5,3
2,21456,189,00:00.0,2,6565378,5766145,6107925,-107,-15.5,81.712531,7.608835,1725,-110,-19,-110,-19,-110,-19,,40
2,22715,153,00:54.0,2,6308865,5815040,,-101,-18.5,81.196627,8.672177,1725,-96,-13.5,-102,-19,,,,7
2,20424,128,01:26.0,2,5228575,,,-98.3,-13.1,81.561366,7.918296,1725,-100.3,-15.3,,,,,7.5,6.5
11,20424,126,00:56.0,11,5228289,,,-109.8,-14.9,81.542405,7.898881,1725,-112.8,-17.4,,,,,4.3,50.3
2,20424,128,01:09.0,2,6294016,,,-102,-12.8,81.549425,7.918767,1725,-105.5,-16,,,,,6,24
2,20424,128,01:43.0,2,6155530,6127104,,-110,-15.5,81.501004,7.928281,1725,-114,-20,-116,-20,,,14,92
1,24604,65,00:45.0,1,5996034,,,-103.5,-15.5,80.661292,8.274561,1725,-110.5,-20,,,,,,
3,21118,57,00:14.0,3,5406208,5406228,5406218,-85,-18,80.831668,8.54796,1725,-87,-15.5,-88,-17,-89,-18,6,1
1,20680,377,01:34.0,1,5994241,,,-95.3,-13,80.11069,7.122379,1725,-99.7,-15.8,,,,,10,7
2,26495,26,01:34.0,2,5908244,6782720,,-111.5,-17.5,80.522551,7.985598,1725,-111,-16.8,-113.5,-19,,,5.5,10.5
1,20212,439,00:38.0,1,5164055,,,-96.2,-12.9,79.876134,6.877746,1725,-101.6,-16.7,,,,,9.4,2.6
1,20212,439,00:37.0,1,5174292,,,-89.7,-12.8,79.875557,6.879033,1725,-95,-14.5,,,,,8.7,1
0,20753,12,00:25.0,0,5541633,5312769,5312514,-110,-19.5,80.013582,9.671527,1725,-109,-15,-110,-18,-115,-20,3,5
80,27107,89,01:40.0,80,5334894,,,-109,-12.2,81.27429,8.448475,525,-113.8,-15.7,,,,,7.7,14
10,24045,95,00:34.0,10,6127104,,,-105.8,-13.9,81.537957,7.951215,1725,-110.1,-16.8,,,,,6.6,67.1
21,26426,236,00:54.0,21,5222688,7177730,7177731,-107,-17.5,81.834887,7.401124,1725,-110,-19.5,-111,-20,-111,-20,,
0,23882,408,00:56.0,0,5820426,,,-100.2,-12.8,81.699356,7.728372,1725,-105,-17,,,,,9.3,5.4
0,23882,408,00:16.0,0,6113793,6344706,,-101,-15,81.698423,7.727432,1725,-101,-14.5,-104,-16.2,,,7,2.5
0,20180,309,01:52.0,0,5166081,,,-81.7,-14.2,79.86561,6.852691,1725,-86.3,-14.7,,,,,11.7,0.3
2,20858,177,01:50.0,2,5339648,6669057,,-90,-17,80.504222,8.762467,1725,-93,-17.5,-94,-18,,,10,8
21,21115,400,01:57.0,21,5405451,5405472,5405470,-96,-16.5,80.409692,8.332934,1725,-99,-17,-101,-16.5,-104,-20,9,0
91,27394,230,00:17.0,91,4294967295,6025296,,-117,-14.5,79.736882,8.046403,525,-119,-16.5,-121,-18.5,,,6,16
81,27394,229,01:06.0,81,6025296,,,-102.3,-11.1,79.738861,8.052733,525,-110.8,-18.6,,,,,9,18
81,27394,229,00:39.0,81,7012946,,,-88.7,-10.7,79.73663,8.049673,525,-97.7,-17.3,,,,,15,10.5
91,27394,230,00:18.0,91,6050128,7012945,,-107,-11.5,79.736826,8.044687,525,-116,-20,-121,-20,,,5,15
22,21115,127,01:22.0,22,5405452,5405472,,-110,-15.5,80.409753,8.333264,1725,-114,-16.5,-116,-18.5,,,12,2
21,21115,400,01:31.0,21,5405954,5197077,5492168,-107,-14.5,80.403098,8.32699,1725,-109,-16.5,-111,-18.5,-111,-18.5,,16
21,20814,222,01:47.0,21,5328386,,,-104,-11.5,80.569606,7.759691,1725,-51,-19,,,,,6,4
2,20771,346,00:12.0,2,7006465,,,-105.3,-15.7,79.996087,9.745757,1725,-109.7,-19.5,,,,,,28
22,21115,127,01:38.0,22,4294967295,4294967295,,-100,-11.5,80.409696,8.334688,1725,-118,-20,-118,-20,,,3,3
1,24604,65,00:45.0,1,5996034,6316832,,-111,-15.5,80.65527,8.277032,1725,-119,-20,-119,-20,,,,
20,20303,211,00:57.0,20,5231637,,,-93.5,-11.6,81.728278,7.687402,1725,-100,-17.8,,,,,8,7.3
10,23079,269,00:41.0,10,5618945,,,-110,-14.5,80.517013,7.95621,1725,-117,-19.8,,,,,,
10,20303,212,01:09.0,10,5232396,6311168,6311190,-114,-12.5,81.729337,7.686705,1725,-116,-15,-122,-20,-122,-20,5,9
2,20424,128,01:06.0,2,6294016,,,-106.3,-14.1,81.553098,7.91905,1725,-110.3,-17.5,,,,,9,16.6
11,20424,126,01:42.0,11,6130689,,,-102.8,-12.6,81.554492,7.905936,1725,-108.5,-15.3,,,,,6.5,20.5
2,24586,446,01:55.0,2,6130690,5766932,6903828,-113,-16.5,81.534138,7.923605,1725,-113,-16,-116,-19,-117,-20,8,8
3,24157,57,00:23.0,3,5195030,,,-87.3,-13.6,79.849606,7.210865,1725,-93.2,-18.3,,,,,9,3
3,21585,112,01:59.0,3,5525770,5525790,,-109,-15,80.129901,7.132494,1725,-110.7,-16.5,-112.3,-17.7,,,6,17
2,26495,26,01:13.0,2,5908244,6782720,,-111,-15,80.522511,7.985411,1725,-111,-15.5,-113,-19,,,7,11
1,26939,105,00:45.0,1,5223681,5223710,,-94,-13,81.857695,7.236992,1725,-95,-14.5,-96,-14.5,,,5,5
0,24227,98,00:06.0,0,5143553,,,-84,-10.5,79.859119,6.916551,1725,-91,-11.5,,,,,,
2,26426,399,01:24.0,2,6765077,5222678,,-79.5,-14.3,81.831598,7.404779,1725,-83.5,-19.8,-86,-20,,,9.5,3
3,25629,346,01:37.0,3,5901826,5809695,,-110,-13.5,80.31103,8.180856,1725,-115,-13.5,-118,-20,,,4,16
0,25629,116,00:05.0,0,6561025,,,-92,-13,80.313839,8.168536,1725,-94,-14,,,,,,5
0,25629,116,00:11.0,0,5227274,,,-113,-13,80.343792,8.181443,1725,-118,-18.5,,,,,7,55
0,25629,116,01:49.0,0,6561025,,,-106,-13,80.32055,8.164171,1725,-108,-14.5,,,,,7,16
131,20402,278,01:15.0,,5196932,,,-100.6,-12.2,81.826967,7.423878,41090,-106.6,-16.8,,,,,9.8,8.6
2,21456,189,00:24.0,2,6107925,,,-106.5,-13.9,81.698514,7.585689,1725,-108.8,-16,,,,,4,53.3
21,21610,199,00:51.0,21,6235660,,,-106.5,-13,79.976092,7.032602,1725,-109.5,-16,,,,,5,8.5
2,23002,259,01:49.0,2,5810698,5888533,,-112,-15.5,80.134866,7.029184,1725,-113,-17,-114,-17.5,,,,19
3,21118,57,00:57.0,3,5406208,,,-104.5,-14.5,80.830426,8.554831,1725,-107.3,-15,,,,,9.3,9.7
80,26618,6,00:40.0,80,5194322,,,-104,-11.5,80.022488,9.747009,525,-110,-17,,,,,,
80,26618,6,00:13.0,80,5194322,,,-104,-12.5,80.023793,9.746051,525,-111,-20,,,,,,
0,20418,222,01:47.0,0,5227010,5227030,,-83,-13,80.585578,8.05232,1725,-88,-15.5,-90,-19,,,8,2
0,21846,95,00:09.0,0,5152022,,,-83,-14.4,79.850426,6.919355,1725,-84.9,-15.8,,,,,10.6,0.3
2,26495,26,01:46.0,2,6782721,,,-107.7,-14.7,80.522971,7.977365,1725,-115.7,-17.3,,,,,7,6
2,26495,26,00:12.0,2,5908244,6782720,,-110,-16.5,80.522509,7.985405,1725,-112,-16.5,-113,-20,,,7,11
3,21700,449,01:49.0,3,5215234,5215254,,-104,-16,79.910744,8.979375,1725,-105,-15.5,-106,-17.5,,,7,7
3,25629,346,00:23.0,3,5901826,,,-117,-12.5,80.311544,8.185796,1725,-121,-16,,,,,3,23
3,24157,57,00:56.0,3,6184214,,,-97.8,-15,79.848765,7.210296,1725,-101.3,-16.5,,,,,8,3
3,20646,274,00:05.0,3,5302048,,,-108.5,-13.3,79.935736,6.988532,1725,-115,-17.8,,,,,8,4
3,25629,346,00:56.0,3,5227264,,,-106,-12.6,80.308101,8.188861,1725,-112.3,-16.8,,,,,6,29.7
0,22689,309,01:25.0,0,5413920,5326849,6226177,-104,-15.5,80.362566,7.470814,1725,-106,-16.5,-107,-17,-109,-20,5,12
81,27394,229,01:26.0,81,6050129,7012946,,-110,-11.5,79.734473,8.044941,525,-117,-18,-117,-19,,,7,9
10,20425,341,01:28.0,10,6339605,,,-108,-15.8,81.613338,7.777976,1725,-109.3,-16.2,,,,,8,12.3
0,23882,408,01:12.0,0,6113793,6344706,,-103,-13.8,81.698679,7.727519,1725,-103,-15.5,-107.5,-15.5,,,5,4
2,23694,223,00:48.0,2,5301762,6065686,6322433,-107,-16,79.963997,6.999269,1725,-107,-17,-108,-16.5,-115,-20,9,11
1,20254,199,01:07.0,1,5175298,6189056,5300490,-110,-13.5,79.895142,6.990127,1725,-116,-18.5,-116,-18.5,-117,-17.5,,3
2,20424,128,01:55.0,2,5228575,6294016,,-106.5,-13.8,81.556556,7.916479,1725,-109.5,-16.5,-113,-18.5,,,6,10.5
2,20424,128,00:11.0,2,6155530,6130688,6127104,-109,-14.5,81.501993,7.928012,1725,-112,-17,-116,-20,-117,-20,5,90
0,21846,95,01:30.0,0,5136384,5136404,,-107,-18.5,79.848689,6.920182,1725,-105,-16,-106,-17,,,6,4
