cellid,enodebid,physcellid,time_timestamp,localcellid,eutrancellid1,eutrancellid2,eutrancellid3,avg_dlrsrp_s,avg_dlrsrq_s,avg_longitude,avg_latitude,avg_dlearfcn,avg_dlrsrp_d1,avg_dlrsrq_d1,avg_dlrsrp_d2,avg_dlrsrq_d2,avg_dlrsrp_d3,avg_dlrsrq_d3,avg_dlcqi,avg_ta
2,20346,20,00:03.0,2,5208576,6156062,,-98,-17.5,80.053204,7.16271,1725,-98,-16,-98,-15,,,11,6
1,25629,115,01:12.0,1,5227294,5227274,,-109,-16.3,80.313459,8.163011,1725,-107.5,-15,-109.5,-17.5,,,6,13.5
1,25629,115,00:51.0,1,6561024,,,-109,-13.8,80.324888,8.167288,1725,-113,-18.1,,,,,5.5,22.3
2,21456,189,01:29.0,2,6597888,6107925,,-113,-15.5,81.692726,7.572679,1725,-115,-18,-117,-16,,,5,62
3,21585,112,01:45.0,3,4294967295,4294967295,6017536,-116,-20,80.140287,7.125365,1725,-113,-17.5,-116,-19.3,-119,-20,5.5,22
1,25629,115,00:10.0,1,6561024,,,-109.1,-13.5,80.323513,8.1668,1725,-115.3,-18,,,,,9,24.2
3,25629,346,00:00.0,3,5809695,,,-112,-12.5,80.308866,8.189043,1725,-119,-18,,,,,12,26
1,25629,115,01:59.0,1,5227294,6561024,,-111,-12.5,80.316009,8.158714,1725,-116,-14.5,-120,-20,,,15,18
0,25629,116,01:06.0,0,6561025,,,-99.3,-12.5,80.315948,8.170597,1725,-106,-18.8,,,,,7,7
0,20697,339,01:35.0,0,5298453,5298443,,-93,-15.9,79.954414,7.170633,1725,-92.5,-15.4,-98.5,-19.4,,,9,4.5
1,21193,169,00:07.0,1,6152704,,,-82,-11.2,79.856249,6.895836,1725,-88.3,-17.4,,,,,9.9,1.3
12,24860,405,01:46.0,12,6243328,,,-109,-15,79.859343,7.242093,1725,-112,-18.5,,,,,5,8
22,25709,423,01:49.0,22,5196830,6581506,5196801,-89,-15.5,81.831036,7.412755,1725,-92,-17,-95,-20,-96,-20,,
21,20697,341,00:04.0,21,5298432,,,-92.7,-15.1,79.952457,7.170742,1725,-94.9,-16,,,,,7,8.2
0,23520,180,00:39.0,0,5769473,,,-98,-14.5,79.910309,7.143012,1725,-109,-20,,,,,,
0,20421,48,01:32.0,0,5405451,,,-102.4,-15.6,80.404882,8.328906,1725,-105.4,-18,,,,,3.3,28
1,26939,105,00:48.0,1,5223681,5223710,,-93,-14.5,81.85743,7.236847,1725,-93,-15,-94,-16.5,,,5,6
1,26939,105,00:39.0,1,5223710,5223681,,-94,-13,81.858015,7.236958,1725,-95,-14.5,-95,-15,,,5,6
0,24227,98,01:33.0,0,6202113,,,-96,-11.5,79.859935,6.91484,1725,-99,-15,,,,,,
1,25629,115,00:43.0,1,6561024,,,-109,-13.4,80.327663,8.165515,1725,-113.9,-16.9,,,,,6.3,25.2
0,25629,116,01:50.0,0,6561027,,,-119,-14.5,80.314881,8.176418,1725,-122,-18,,,,,6,10
30,24045,144,01:26.0,30,6127104,,,-111,-14.4,81.516944,7.942371,1725,-113.4,-16.7,,,,,5.7,37
10,24045,95,01:15.0,10,6600960,,,-113,-13,81.543723,7.952972,1725,-120,-16.5,,,,,,64
0,20559,114,01:37.0,0,5263136,,,-115,-13,79.873184,6.977116,1725,-116,-15,,,,,,2
0,22689,309,00:00.0,0,6165248,,,-101,-13,80.364628,7.473154,1725,-106,-18.5,,,,,7,13
0,23520,180,00:13.0,0,5769473,,,-100,-14.5,79.910327,7.14324,1725,-109,-20,,,,,8,11
0,24227,98,00:06.0,0,5124096,5128962,6202113,-94,-14.5,79.86005,6.914903,1725,-97,-17.5,-98,-17,-98,-18,,2
0,25629,116,00:39.0,0,6561025,,,-112,-17,80.321576,8.170572,1725,-109,-14,,,,,6,17
81,27252,413,01:47.0,81,6256722,6976602,,-105.3,-13.5,81.810239,7.366014,525,-107.3,-15.7,-109,-17,,,6,8.5
0,20195,330,01:30.0,0,6288643,,,-100.3,-12.1,79.891831,7.086765,1725,-102.8,-13.8,,,,,9,5
0,20195,330,01:21.0,0,5282562,6288643,6158850,-97,-11.5,79.890357,7.08679,1725,-102,-15.5,-105,-17.5,-109,-19.5,10,6
20,20303,211,00:07.0,20,5197578,,,-90.8,-12.5,81.726391,7.68663,1725,-103.3,-19.5,,,,,7.8,6
2,20771,346,01:59.0,2,5317397,,,-98.3,-11.9,79.986272,9.74976,1725,-103.7,-17.4,,,,,9,7.7
0,20697,339,00:36.0,0,5298433,,,-95,-13.9,79.949903,7.17325,1725,-100.7,-16.7,,,,,10.8,4.2
22,21115,127,01:00.0,22,5405452,,,-99.3,-13.8,80.410178,8.333666,1725,-105.5,-19.5,,,,,8,2
12,23002,153,01:45.0,12,5284619,5284629,,-112,-16.5,80.115791,7.020817,1725,-114,-17.5,-116,-16.5,,,7,25
1,20254,199,00:36.0,1,5185024,,,-91,-12.5,79.89457,6.99045,1725,-98,-17,,,,,,
10,20303,212,00:54.0,10,5232396,6311168,6311190,-114,-13,81.7294,7.686876,1725,-116,-14.5,-123,-20,-123,-20,6,9
0,24227,98,01:33.0,0,5143572,,,-94,-12.5,79.859015,6.916014,1725,-101,-18,,,,,,
20,20303,211,00:43.0,20,5197568,,,-96.5,-13.5,81.727545,7.687498,1725,-102.3,-17.6,,,,,8,5.7
0,20731,375,01:42.0,0,6429184,6145793,,-109,-14.5,79.840961,7.220184,1725,-116,-20,-117,-20,,,8,6
30,24045,144,01:51.0,30,6155530,,,-99,-12.9,81.502815,7.945577,1725,-107.8,-18.1,,,,,10,8.5
0,20195,330,01:50.0,0,5289492,6288643,6158850,-107,-14.5,79.890597,7.088001,1725,-108,-17.5,-109,-17,-109,-18.5,5,6
0,20195,330,01:53.0,0,6288643,5289492,5282562,-105,-15,79.890127,7.087777,1725,-105,-15.5,-106,-17,-108,-17,5,6
131,20402,278,01:14.0,,5196932,5223044,,-101,-12.5,81.829447,7.425221,41090,-99,-11.5,-109,-20,,,,
1,21148,194,01:52.0,1,5413888,6323969,,-118,-17.5,80.359605,7.442467,1725,-119,-19,-119,-19.5,,,7,16
0,22689,309,00:38.0,0,5323777,5323778,6381569,-105,-14,80.368924,7.472944,1725,-105,-16.5,-106,-16,-111,-20,5,11
3,25629,346,01:37.0,3,5227264,,,-105.7,-13.7,80.311989,8.187346,1725,-108.3,-15.7,,,,,7,28.5
30,24045,144,01:21.0,30,6127104,,,-106.4,-15.6,81.525127,7.945749,1725,-108.9,-17.4,,,,,4.8,42
0,20195,330,01:47.0,0,6288643,5282562,6158850,-97,-11,79.890808,7.08769,1725,-103,-17,-104,-17.5,-107,-19,7,6
30,20303,327,00:53.0,30,5197569,,,-90.4,-13.1,81.725334,7.686207,1725,-94.8,-15.8,,,,,8,4.7
10,20303,212,00:23.0,10,5197588,,,-99,-13,81.728647,7.684155,1725,-100,-15,,,,,,10
0,24227,98,00:33.0,0,5128962,6202113,5121024,-98,-15,79.860069,6.914823,1725,-102,-18,-102,-18,-103,-19,8,2
3,21585,112,00:58.0,3,5525790,6918913,,-100,-16.3,80.130819,7.132428,1725,-96.3,-12.7,-100.7,-17,,,,
2,26426,399,00:53.0,2,6765077,,,-82.8,-13.8,81.831499,7.405322,1725,-85,-15.9,,,,,10.5,2
2,24045,146,00:29.0,2,6155520,6127106,,-98,-15.5,81.495296,7.970981,1725,-100,-17.5,-103,-19,,,6,40
2,22715,153,00:51.0,2,5808908,,,-105.7,-15.2,81.19173,8.676246,1725,-105.3,-14.2,,,,,8,12
0,20697,339,01:40.0,0,5298443,5298453,,-97,-15.5,79.950558,7.173201,1725,-101,-16,-101,-17,,,8,4
0,20731,375,01:58.0,0,6429184,,,-99,-13.8,79.840876,7.218075,1725,-106,-18.3,,,,,8.5,5
0,20530,27,00:50.0,0,5267458,5148930,,-94,-16.5,79.866023,6.879134,1725,-97,-16.5,-99,-17,,,,
1,24091,392,00:35.0,1,6167296,6564610,7164949,-97,-18,80.01344,9.667169,1725,-96,-16.5,-96,-16,-99,-18.5,,
3,21585,112,00:09.0,3,6918913,5525790,,-105,-13,80.129382,7.13267,1725,-107,-16,-112,-20,,,6,13
2,20346,20,00:33.0,2,6156042,6156062,,-111,-20,80.050128,7.162231,1725,-105,-14.5,-112,-20,,,9,10
3,25629,346,01:42.0,3,5901826,5809695,,-110,-14.5,80.310918,8.181136,1725,-113,-16.5,-115,-19.5,,,3,16
21,26426,236,00:06.0,21,5222678,6765058,,-110,-15,81.834864,7.400804,1725,-110,-17,-111,-17.5,,,6,4
30,24045,144,01:49.0,30,6127104,,,-102.8,-14.1,81.513238,7.952193,1725,-107.2,-17.7,,,,,7,39.9
0,22689,309,00:18.0,0,5326849,5413920,6165248,-106,-14.5,80.361342,7.468833,1725,-107,-15,-110,-18,-111,-19,,
0,20731,375,01:57.0,0,6290432,7170306,7170326,-110,-15.5,79.84199,7.217751,1725,-111,-16.5,-112,-19,-113,-19.5,6,5
12,20649,131,00:20.0,12,6576128,5410836,,-94,-13,80.124456,7.270708,1725,-100,-20,-101,-20,,,,31
3,21585,112,01:43.0,3,4294967295,4294967295,4294967295,-119,-20,80.14297,7.125851,1725,-115,-17.5,-119,-20,-120,-19.3,5,23
3,21585,112,00:26.0,3,4294967295,,,-106,-15.8,80.14105,7.131719,1725,-111,-19.3,,,,,4.3,17
1,25629,115,01:55.0,1,6561026,,,-104.9,-13.4,80.311535,8.165713,1725,-106.3,-15.3,,,,,5.7,6.4
0,25629,116,01:57.0,0,6561027,,,-106,-13.4,80.315053,8.174887,1725,-110,-17.3,,,,,7,8.5
0,20195,330,01:31.0,0,5289492,5282562,6288643,-104,-13.5,79.890024,7.087539,1725,-107,-14,-109,-19,-110,-17.5,5,7
2,24045,146,00:34.0,2,6600960,5493762,,-97,-14.5,81.49331,7.941246,1725,-100,-15,-105,-20,,,8,12
20,20303,211,00:48.0,20,5197568,5232384,,-105,-15,81.730149,7.687559,1725,-108,-17.5,-112,-20,,,,10
30,20425,409,00:14.0,30,5767198,,,-98.8,-12.4,81.611575,7.78315,1725,-103.6,-17.2,,,,,4,9.3
0,20254,198,01:19.0,0,5185025,,,-98.5,-13,79.894598,6.990669,1725,-104.5,-16.5,,,,,8,2
22,20771,347,01:37.0,22,5879809,,,-106.7,-12.4,79.983228,9.745609,1725,-112.6,-17.3,,,,,6.8,12.4
1,21193,169,00:34.0,1,6152704,5128193,,-74,-11.5,79.856918,6.896063,1725,-79,-16.5,-80,-18,,,8,1
0,24227,98,01:05.0,0,5121024,6202113,5128962,-99,-15,79.859991,6.91479,1725,-105,-19.5,-105,-19,-107,-20,7,3
1,24091,392,01:16.0,1,6167296,6564610,,-99,-17,80.013953,9.667067,1725,-101,-15.5,-104,-17,,,,
3,24157,57,01:35.0,3,6184194,6184214,,-73.3,-14.8,79.84867,7.210024,1725,-76.7,-18.2,-77.7,-19,,,10,2
91,27252,201,01:48.0,91,5764946,,,-97,-11,81.810672,7.358402,525,-110,-20,,,,,9,8
3,20646,274,00:21.0,3,5285377,,,-86.6,-13.2,79.938338,6.990604,1725,-90,-16.1,,,,,8,3.5
10,20303,212,00:59.0,10,5197588,,,-96.6,-13.2,81.72677,7.686149,1725,-99,-15,,,,,9,5.3
10,20303,212,00:39.0,10,5197588,,,-94.6,-12.9,81.727224,7.687853,1725,-98.8,-16.7,,,,,8,5.5
1,23430,289,01:55.0,1,5998082,,,-100.8,-12.3,80.403784,9.391186,1725,-107,-18.8,,,,,11,3
0,23520,180,01:28.0,0,5779202,5411596,5748224,-109,-18,79.91268,7.146535,1725,-111,-15.5,-114,-20,-115,-20,8,13
11,20769,98,00:16.0,11,6167297,,,-85.3,-13.5,80.012105,9.667058,1725,-90,-17.5,,,,,8.3,2.3
1,24091,392,00:54.0,1,6167296,,,-86.2,-14,80.01287,9.667401,1725,-89.9,-16.7,,,,,10.7,0.6
0,26967,366,01:50.0,0,5493780,6903554,,-102.3,-12.2,81.522002,7.902621,1725,-105,-15.5,-109.7,-19,,,9,3
12,20649,131,00:25.0,12,6576128,5410836,,-94,-15,80.124367,7.271103,1725,-96,-17,-99,-20,,,,31
12,20649,131,01:07.0,12,5286176,6479872,,-98,-14.5,80.138917,7.280152,1725,-99,-15.5,-101,-18,,,5,21
0,22689,309,00:10.0,0,5154836,,,-102,-11.5,80.365581,7.471984,1725,-108.5,-17.8,,,,,9,8
0,24641,274,01:55.0,0,5207840,5207820,4294967295,-100,-12.5,80.093583,7.143053,1725,-105,-17,-110,-20,-111,-20,3,12
1,24604,65,01:40.0,1,6316832,,,-105,-15.8,80.678085,8.239839,1725,-106,-16.8,,,,,,54
81,27394,229,01:09.0,81,6025296,,,-105.5,-11.3,79.738661,8.050816,525,-111,-16.4,,,,,7.8,16.3
81,27394,229,01:16.0,81,6050130,,,-106,-13.5,79.736828,8.052925,525,-112,-19,,,,,,15
0,23520,180,01:55.0,0,5779212,,,-115,-17,79.918596,7.141162,1725,-117,-19.5,,,,,,21
21,21653,174,00:21.0,21,6167297,6564609,6564610,-90,-15,80.013333,9.665785,1725,-93,-16.5,-96,-18.5,-97,-19,,
0,21685,372,01:46.0,0,6674178,7138818,5552130,-109,-17,80.377699,7.480199,1725,-108,-16,-112,-19.5,-112,-20,6,3
0,21893,256,01:41.0,0,5604639,,,-91,-14.5,80.377489,8.342976,1725,-96,-19.5,,,,,,4
2,23520,182,00:08.0,2,6021123,,,-89.5,-14,79.903504,7.144709,1725,-92,-17,,,,,11,0
11,21115,401,00:42.0,11,5609217,,,-105,-15,80.398534,8.335288,1725,-110,-20,,,,,5,19
1,23879,206,01:07.0,1,6113024,5782273,6113044,-88,-17,81.182616,8.503719,1725,-90,-17.5,-91,-19,-91,-16.5,5,0
1,20477,281,01:43.0,1,5502466,,,-93,-10.3,79.857476,6.924249,1725,-99,-16.5,,,,,8,2
10,23079,269,00:54.0,10,5618945,,,-106,-16,80.507432,7.970076,1725,-109,-19,,,,,4,37
3,21585,112,00:04.0,3,6918913,5525790,,-105,-14,80.129382,7.13267,1725,-107,-16.5,-111,-20,,,6,13
3,21585,112,00:04.0,3,5525790,5525770,,-103,-15.5,80.131959,7.138357,1725,-106,-18.5,-109,-20,,,,
20,20303,211,01:20.0,20,5231637,,,-91.7,-11.3,81.728356,7.68737,1725,-96,-17.2,,,,,13,6.5
2,22715,153,01:30.0,2,5808908,,,-106,-14,81.195258,8.669635,1725,-110,-18.5,,,,,10,4
3,24157,57,00:29.0,3,5303808,,,-86,-18,79.84562,7.214536,1725,-91,-20,,,,,4,5
0,26990,423,01:58.0,0,5274890,6909460,,-95,-14,79.907128,6.933285,1725,-99,-17.5,-99,-17,,,5,4
1,21763,250,01:37.0,1,5570562,,,-96,-12.5,81.22764,8.580972,1725,-101,-16,,,,,,4
32,20104,200,01:27.0,32,5144843,5146625,,-106,-15,79.881605,6.89964,1725,-111,-18,-112,-18,,,8,5
2,26426,399,00:40.0,2,6765077,,,-87,-15,81.830746,7.40557,1725,-92.3,-19,,,,,7.7,1.7
0,20195,330,00:56.0,0,6288643,6158850,5282562,-116,-16,79.887491,7.088963,1725,-118,-17.5,-118,-17.5,-118,-18,6,7
2,24045,146,01:10.0,2,5906432,5903872,,-105,-18.5,81.493132,7.973596,1725,-109,-20,-110,-20,,,3,39
0,20195,330,00:51.0,0,5282562,6288643,,-103,-13.5,79.891348,7.086642,1725,-105,-14.5,-106,-15.8,,,7,5.5
21,21610,199,01:10.0,21,5532161,5532170,5532180,-97,-12,79.973877,7.034832,1725,-99,-13,-105,-19,-107,-20,,2
0,21685,372,00:19.0,0,5552130,5154847,5552159,-92,-18.5,80.382859,7.492121,1725,-90,-15,-93,-19,-95,-20,5,23
1,24091,392,01:35.0,1,6167296,6564610,,-100,-17,80.014021,9.667052,1725,-101,-15,-106,-18,,,8,2
1,25629,115,01:09.0,1,6561024,5227294,5227274,-109,-13,80.318682,8.166024,1725,-116,-13.5,-117,-20,-120,-20,8,11
30,24045,144,00:33.0,30,6127104,5228546,5906432,-106,-16.5,81.524159,7.950646,1725,-109,-15.5,-110,-19.5,-112,-20,5,45
2,23002,259,01:58.0,2,5888523,,,-101,-13.5,80.132711,7.017786,1725,-103,-15.5,,,,,,25
0,25766,114,01:18.0,0,6598658,,,-108.3,-14.3,80.589841,9.377208,1725,-111.3,-18.8,,,,,10,29.5
32,20104,200,01:22.0,32,5133056,7048468,,-112,-17,79.881098,6.899459,1725,-117,-18,-119,-20,,,7,5
1,24091,392,00:40.0,1,6167296,4294967295,5309954,-101,-17.5,80.013601,9.667087,1725,-100,-15.5,-104,-20,-106,-18.5,6,2
0,25629,116,01:25.0,0,6561025,5227294,,-108.5,-14.5,80.32404,8.166968,1725,-111,-17,-116.5,-20,,,5.5,18.5
3,25629,346,01:17.0,3,5227264,,,-110.2,-11.7,80.311599,8.183505,1725,-116.4,-17,,,,,5.3,44.3
81,27252,413,01:54.0,81,6976603,,,-93,-11.3,81.807657,7.362997,525,-100.7,-19.5,,,,,8,5
30,24045,144,00:53.0,30,6127104,6130688,,-117,-16,81.53076,7.949936,1725,-120,-18,-123,-20,,,,42
0,22689,309,00:32.0,0,5550337,5154826,6381569,-117,-19,80.364755,7.476148,1725,-114,-16,-119,-20,-120,-20,,14
21,20697,341,00:46.0,21,5298432,,,-97.6,-14.1,79.951316,7.171044,1725,-101.1,-16.7,,,,,5.7,7.6
0,23520,180,01:49.0,0,5411596,,,-110,-18,79.912374,7.144622,1725,-117,-20,,,,,,
1,21763,250,01:41.0,1,5571330,,,-87.4,-11.3,81.226212,8.581771,1725,-92.7,-17.1,,,,,9.3,2.2
1,21574,375,01:41.0,1,5289473,,,-106,-16.5,79.869146,7.068048,1725,-109,-17.5,,,,,9,14
1,24829,238,00:31.0,1,6486274,,,-114,-14.3,81.023433,7.631929,1725,-115.7,-16.1,,,,,7,24.3
21,20803,313,00:14.0,21,5325568,5325588,5325569,-83,-16.3,80.364573,7.48822,1725,-83.5,-16,-84.5,-18,-86.5,-18.8,6,0
1,20680,377,01:58.0,1,5994240,5994241,,-97,-12,80.109681,7.126512,1725,-101.5,-13,-107,-18.3,,,6,6.5
0,24227,98,01:01.0,0,5143553,,,-82,-11.3,79.858975,6.916224,1725,-87.5,-16.8,,,,,,
0,25629,116,00:30.0,0,6561025,,,-95,-13.2,80.321959,8.167043,1725,-98.7,-16,,,,,7,22
0,25629,116,01:38.0,0,5901826,6561027,,-114,-15,80.315862,8.176866,1725,-115,-16.5,-116,-18,,,5,10
3,21585,112,00:27.0,3,6918913,4294967295,5291786,-115,-18,80.143375,7.132478,1725,-114,-17,-114,-17.5,-116,-19,,12
2,24323,250,01:22.0,2,5297921,6522113,5297940,-110,-17.5,79.893262,7.00436,1725,-110,-15.5,-112,-19.5,-112,-19.5,5,9
1,21148,194,01:53.0,1,5413888,6323969,,-117,-16.5,80.359605,7.442467,1725,-118,-18,-119,-19,,,7,16
0,22689,309,00:26.0,0,5326849,6165248,5413920,-107,-15,80.3615,7.469289,1725,-108,-14.5,-110,-17.5,-111,-19.5,,12
20,20303,211,00:22.0,20,5197568,5232384,5232416,-107,-16,81.73035,7.689391,1725,-109,-17.5,-110,-18.5,-112,-20,,
2,21456,189,01:23.0,2,6107925,6597888,6120194,-114,-14.5,81.696265,7.581309,1725,-114,-14.5,-115,-16.5,-117,-18.5,5,54
1,25629,115,00:15.0,1,5227294,,,-107.8,-13,80.317229,8.161977,1725,-111.3,-17,,,,,6,13.7
3,25629,346,01:18.0,3,6561026,,,-108,-13.7,80.295467,8.17829,1725,-112.7,-18.5,,,,,10,23
3,20646,274,01:28.0,3,5539361,5298689,,-103,-11.5,79.938893,6.991097,1725,-109,-19,-111,-20,,,,
30,20303,327,00:51.0,30,5197569,,,-89.5,-12.3,81.724827,7.686037,1725,-93.5,-15.9,,,,,8.5,4.9
2,21456,189,00:29.0,2,6107925,,,-111,-14.7,81.702294,7.59458,1725,-112.6,-16.4,,,,,6,70.5
2,20125,29,00:59.0,2,5592577,,,-73,-11.5,79.850349,6.917202,1725,-80,-17,,,,,,4
1,21193,169,01:03.0,1,6152704,6152724,,-81,-15.5,79.857002,6.895023,1725,-77,-12.5,-80,-15.5,,,8,1
0,25629,116,00:20.0,0,6561025,,,-94.7,-12.3,80.313196,8.168964,1725,-99.3,-15.7,,,,,6,11
1,25629,115,00:50.0,1,5227294,5227274,,-106,-13,80.318007,8.164667,1725,-111,-16.5,-113,-19.5,,,,12
3,25629,346,01:56.0,3,6561026,,,-89.3,-11.8,80.306551,8.173029,1725,-93.7,-16.3,,,,,7,9.5
3,25629,346,00:21.0,3,5809695,5227264,,-117,-13,80.311686,8.187094,1725,-125,-20,-126,-20,,,6,26
0,25629,116,01:03.0,0,5901826,,,-103.5,-12.6,80.315836,8.172476,1725,-109.5,-17.6,,,,,8.5,8.3
2,24045,146,00:31.0,2,5903872,,,-103,-17.8,81.469367,7.949835,1725,-103.5,-17.5,,,,,5,58.5
21,21610,199,01:01.0,21,6235660,,,-100.6,-11.9,79.976155,7.033164,1725,-105.4,-16,,,,,6.5,6.7
1,24091,392,01:02.0,1,6564610,5543189,,-105,-16.5,80.013123,9.665422,1725,-106,-17,-109,-19,,,,
81,27394,229,01:17.0,81,6050158,,,-115.5,-12.5,79.743237,8.050719,525,-122.5,-19.8,,,,,3.5,23.5
10,20303,212,00:38.0,10,5232396,6311168,6311190,-115,-13.5,81.729531,7.687245,1725,-117,-15.5,-121,-19.5,-123,-20,6,9
0,23882,408,01:46.0,0,5820426,6344706,,-103,-12.7,81.70168,7.731283,1725,-108.3,-17.8,-110.3,-18.8,,,9.5,5.5
3,21585,112,01:19.0,3,5525790,,,-100,-14.1,80.131541,7.132208,1725,-102.6,-15.8,,,,,9.8,9.5
1,25629,115,01:30.0,1,6561024,,,-102.2,-11,80.318326,8.1663,1725,-107.6,-16.9,,,,,9.3,10.9
3,25629,346,01:33.0,3,6561026,,,-96,-12,80.306483,8.17211,1725,-102,-16.5,,,,,7,11
0,20559,114,01:19.0,0,5304834,5207041,,-105,-12.5,79.875357,6.978539,1725,-110,-18.5,-114,-18,,,8,3
30,20303,327,00:05.0,30,5197569,,,-91.4,-13.6,81.725315,7.686499,1725,-95.5,-16.4,,,,,7.8,4.7
21,20697,341,01:31.0,21,5298432,,,-95.9,-15.1,79.95289,7.172015,1725,-98.5,-16,,,,,6.8,8
1,21193,169,00:10.0,1,5121281,,,-81,-11.5,79.856656,6.895446,1725,-87,-17.5,,,,,10,1
3,21118,57,00:10.0,3,6548992,5795072,5787904,-117.3,-17.2,80.810696,8.554727,1725,-117,-17.7,-118.3,-19,-120.3,-19.3,8,34
83,27352,42,01:32.0,83,5227346,7002194,7140946,-108,-12.5,80.291654,8.160672,525,-111,-15.5,-116,-18.5,-116,-20,8,10
2,20424,128,01:22.0,2,6294016,,,-101,-13,81.549213,7.918762,1725,-107,-18.5,,,,,,18
1,24604,65,00:50.0,1,5996034,6298624,,-113,-16,80.6667,8.27359,1725,-116.3,-17,-118.3,-19.7,,,,31
0,20687,391,01:01.0,0,6322434,5999363,,-99,-13,79.963854,6.989074,1725,-100,-15,-102,-16.5,,,,8
3,21585,112,01:53.0,3,5525790,6918913,,-112,-16.5,80.123612,7.138567,1725,-114,-18,-117,-20,,,8,15
12,23002,153,01:59.0,12,5284629,5284619,,-110.5,-16.8,80.131465,7.034419,1725,-110,-15.5,-110.5,-16.5,,,6,26.5
0,23520,180,01:07.0,0,5779222,,,-113,-16,79.912135,7.146513,1725,-121,-20,,,,,,
2,23113,208,01:27.0,2,6046998,5315074,,-109,-15,79.970953,9.713152,1725,-112,-18,-116,-20,,,8,47
2,20424,128,01:14.0,2,5228547,,,-107.5,-12.6,81.555434,7.923161,1725,-112,-16.5,,,,,6.9,16.3
1,24829,238,01:31.0,1,7175168,6205440,6486272,-121,-20,81.046792,7.646491,1725,-121,-19,-126,-20,-126,-20,7,54
0,21846,95,01:48.0,0,5152002,5152022,5152000,-78,-15,79.850783,6.919389,1725,-81,-15.5,-82,-16.5,-83,-19.5,9,1
0,21846,95,01:52.0,0,5152022,5152000,5152001,-83,-17,79.850467,6.91913,1725,-81,-16,-82,-16.5,-84,-18.5,,1
12,20649,131,01:05.0,12,5410836,6479873,6479872,-105,-13.5,80.130997,7.274823,1725,-108,-15.5,-110,-18,-110,-19,,23
0,20697,339,00:26.0,0,5285890,,,-92.8,-13.1,79.950949,7.175587,1725,-96.8,-16.3,,,,,8.5,6.7
22,21115,127,01:07.0,22,5197076,5405954,5405472,-86,-13.5,80.409254,8.333881,1725,-93,-18,-94,-20,-94,-19.5,8.5,3.5
1,23925,386,00:13.0,1,6124802,,,-96.9,-13.2,81.338843,7.550622,1725,-100.2,-15.9,,,,,9.3,9.5
1,24604,65,00:44.0,1,6170369,5996034,6298624,-109,-16,80.666787,8.284563,1725,-109,-15.5,-109,-17.5,-111,-19.5,6,31
81,27394,229,00:39.0,81,6050158,,,-115,-13,79.730598,8.038383,525,-121,-18.5,,,,,6,28
20,20303,211,01:16.0,20,5197590,5197579,,-89,-13.5,81.724159,7.688601,1725,-93,-18.5,-95,-19,,,,1
12,20649,131,00:21.0,12,5286176,6479872,,-99,-14.5,80.138917,7.280152,1725,-100,-15.5,-102,-17,,,4,21
22,21115,127,01:27.0,22,5405452,,,-100,-16.8,80.409334,8.333863,1725,-109,-17.5,,,,,6,2
41,20649,370,00:48.0,41,5410856,5410857,,-109,-13,80.120821,7.25737,3650,-114,-17,-116,-19.5,,,,30
0,23520,180,00:46.0,0,5779222,,,-110,-16,79.908498,7.145382,1725,-114.5,-18.3,,,,,6,19
1,24604,65,00:29.0,1,5996034,6298624,6170369,-107,-17.5,80.663754,8.289228,1725,-108,-19,-108,-18.5,-108,-18,6,31
2,26426,399,00:43.0,2,6765077,,,-74.3,-13.3,81.831253,7.40513,1725,-79,-16,,,,,9.7,2
3,25629,346,00:01.0,3,5809695,,,-113,-13,80.308866,8.189043,1725,-120,-19,,,,,12,26
2,21456,189,01:06.0,2,6107925,6565378,,-114,-15,81.697583,7.585227,1725,-115,-16.5,-116,-18,,,5,54
2,21456,189,01:15.0,2,5766421,6565378,,-110,-15,81.679688,7.589447,1725,-113,-17,-116,-20,,,5,59
0,20697,339,01:32.0,0,5285890,,,-89,-13.7,79.950574,7.176529,1725,-92.8,-16.6,,,,,10.8,5.5
32,20104,200,01:10.0,32,5504513,7048468,7048450,-112,-18,79.878385,6.89975,1725,-113,-16,-115,-20,-115,-20,,5
0,24227,98,01:43.0,0,5128962,7080450,,-87,-12,79.859644,6.915892,1725,-88.7,-12.8,-92.7,-16.7,,,9,2
3,24157,57,00:39.0,3,6184214,,,-90.5,-15.5,79.849048,7.211339,1725,-95,-18.6,,,,,8.8,3.8
11,20769,98,01:12.0,11,6167298,,,-99.8,-14.5,80.010327,9.667234,1725,-106,-17.5,,,,,9,1.7
1,25629,115,01:48.0,1,6561024,,,-106,-13.1,80.321879,8.165929,1725,-108.7,-16,,,,,7.5,15.3
131,20402,278,00:57.0,,6059907,,,-105,-11.5,81.829786,7.420133,41090,-107,-11.5,,,,,7,116
12,20254,386,00:18.0,12,5185056,,,-93,-12,79.893309,6.989425,1725,-97,-15.5,,,,,,1
0,22689,309,00:32.0,0,5326849,6165248,,-109,-14,80.361825,7.469995,1725,-110,-15.3,-113.7,-17.7,,,4,11.5
30,20303,327,00:36.0,30,5197569,,,-88.4,-13.1,81.72513,7.686685,1725,-92.1,-15.8,,,,,8.2,4.4
2,21456,189,01:05.0,2,6565378,5766421,,-111,-14,81.679688,7.589447,1725,-116,-19.5,-117,-19.5,,,4,60
21,20697,341,01:32.0,21,5298432,,,-95.8,-15.1,79.951113,7.171211,1725,-97.6,-15.8,,,,,8,7.2
